Angle(deg),BER_Bound_Exact_Integral
42.75,6.99111481e-04
42.76,7.01597914e-04
42.77,7.04095072e-04
42.78,7.06602986e-04
42.79,7.09121687e-04
42.80,7.11651207e-04
42.81,7.14191575e-04
42.82,7.16742823e-04
42.83,7.19304982e-04
42.84,7.21878081e-04
42.85,7.24462151e-04
42.86,7.27057222e-04
42.87,7.29663323e-04
42.88,7.32280483e-04
42.89,7.34908732e-04
42.90,7.37548098e-04
42.91,7.40198610e-04
42.92,7.42860297e-04
42.93,7.45533186e-04
42.94,7.48217305e-04
42.95,7.50912681e-04
42.96,7.53619341e-04
42.97,7.56337313e-04
42.98,7.59066622e-04
42.99,7.61807294e-04
43.00,7.64559355e-04
43.01,7.67322830e-04
43.02,7.70097745e-04
43.03,7.72884123e-04
43.04,7.75681988e-04
43.05,7.78491365e-04
43.06,7.81312276e-04
43.07,7.84144744e-04
43.08,7.86988790e-04
43.09,7.89844438e-04
43.10,7.92711707e-04
43.11,7.95590620e-04
43.12,7.98481194e-04
43.13,8.01383452e-04
43.14,8.04297410e-04
43.15,8.07223088e-04
43.16,8.10160504e-04
43.17,8.13109674e-04
43.18,8.16070615e-04
43.19,8.19043343e-04
43.20,8.22027874e-04
43.21,8.25024221e-04
43.22,8.28032398e-04
43.23,8.31052418e-04
43.24,8.34084294e-04
43.25,8.37128037e-04
43.26,8.40183657e-04
43.27,8.43251163e-04
43.28,8.46330566e-04
43.29,8.49421872e-04
43.30,8.52525090e-04
43.31,8.55640223e-04
43.32,8.58767279e-04
43.33,8.61906260e-04
43.34,8.65057171e-04
43.35,8.68220011e-04
43.36,8.71394784e-04
43.37,8.74581487e-04
43.38,8.77780120e-04
43.39,8.80990680e-04
43.40,8.84213162e-04
43.41,8.87447562e-04
43.42,8.90693873e-04
43.43,8.93952086e-04
43.44,8.97222193e-04
43.45,9.00504183e-04
43.46,9.03798043e-04
43.47,9.07103759e-04
43.48,9.10421316e-04
43.49,9.13750696e-04
43.50,9.17091882e-04
43.51,9.20444851e-04
43.52,9.23809583e-04
43.53,9.27186052e-04
43.54,9.30574234e-04
43.55,9.33974099e-04
43.56,9.37385617e-04
43.57,9.40808757e-04
43.58,9.44243485e-04
43.59,9.47689763e-04
43.60,9.51147554e-04
43.61,9.54616815e-04
43.62,9.58097504e-04
43.63,9.61589575e-04
43.64,9.65092979e-04
43.65,9.68607664e-04
43.66,9.72133578e-04
43.67,9.75670664e-04
43.68,9.79218861e-04
43.69,9.82778108e-04
43.70,9.86348339e-04
43.71,9.89929486e-04
43.72,9.93521476e-04
43.73,9.97124233e-04
43.74,1.00073768e-03
43.75,1.00436174e-03
43.76,1.00799631e-03
43.77,1.01164132e-03
43.78,1.01529666e-03
43.79,1.01896225e-03
43.80,1.02263798e-03
43.81,1.02632373e-03
43.82,1.03001941e-03
43.83,1.03372490e-03
43.84,1.03744008e-03
43.85,1.04116482e-03
43.86,1.04489900e-03
43.87,1.04864247e-03
43.88,1.05239511e-03
43.89,1.05615677e-03
43.90,1.05992729e-03
43.91,1.06370652e-03
43.92,1.06749429e-03
43.93,1.07129045e-03
43.94,1.07509481e-03
43.95,1.07890720e-03
43.96,1.08272742e-03
43.97,1.08655529e-03
43.98,1.09039059e-03
43.99,1.09423313e-03
44.00,1.09808268e-03
44.01,1.10193903e-03
44.02,1.10580193e-03
44.03,1.10967115e-03
44.04,1.11354643e-03
44.05,1.11742753e-03
44.06,1.12131417e-03
44.07,1.12520609e-03
44.08,1.12910298e-03
44.09,1.13300456e-03
44.10,1.13691051e-03
44.11,1.14082054e-03
44.12,1.14473429e-03
44.13,1.14865145e-03
44.14,1.15257165e-03
44.15,1.15649453e-03
44.16,1.16041973e-03
44.17,1.16434684e-03
44.18,1.16827548e-03
44.19,1.17220522e-03
44.20,1.17613564e-03
44.21,1.18006629e-03
44.22,1.18399672e-03
44.23,1.18792646e-03
44.24,1.19185501e-03
44.25,1.19578187e-03
44.26,1.19970652e-03
44.27,1.20362842e-03
44.28,1.20754701e-03
44.29,1.21146171e-03
44.30,1.21537193e-03
44.31,1.21927705e-03
44.32,1.22317643e-03
44.33,1.22706943e-03
44.34,1.23095535e-03
44.35,1.23483351e-03
44.36,1.23870317e-03
44.37,1.24256358e-03
44.38,1.24641398e-03
44.39,1.25025356e-03
44.40,1.25408150e-03
44.41,1.25789695e-03
44.42,1.26169902e-03
44.43,1.26548680e-03
44.44,1.26925937e-03
44.45,1.27301574e-03
44.46,1.27675492e-03
44.47,1.28047588e-03
44.48,1.28417753e-03
44.49,1.28785879e-03
44.50,1.29151852e-03
44.51,1.29515553e-03
44.52,1.29876862e-03
44.53,1.30235654e-03
44.54,1.30591799e-03
44.55,1.30945165e-03
44.56,1.31295613e-03
44.57,1.31643002e-03
44.58,1.31987185e-03
44.59,1.32328012e-03
44.60,1.32665328e-03
44.61,1.32998971e-03
44.62,1.33328777e-03
44.63,1.33654575e-03
44.64,1.33976191e-03
44.65,1.34293443e-03
44.66,1.34606145e-03
44.67,1.34914106e-03
44.68,1.35217130e-03
44.69,1.35515013e-03
44.70,1.35807548e-03
44.71,1.36094520e-03
44.72,1.36375709e-03
44.73,1.36650891e-03
44.74,1.36919832e-03
44.75,1.37182297e-03
44.76,1.37438040e-03
44.77,1.37686813e-03
44.78,1.37928359e-03
44.79,1.38162417e-03
44.80,1.38388720e-03
44.81,1.38606994e-03
44.82,1.38816960e-03
44.83,1.39018333e-03
44.84,1.39210822e-03
44.85,1.39394132e-03
44.86,1.39567961e-03
44.87,1.39732003e-03
44.88,1.39885948e-03
44.89,1.40029479e-03
44.90,1.40162277e-03
44.91,1.40284020e-03
44.92,1.40394380e-03
44.93,1.40493029e-03
44.94,1.40579633e-03
44.95,1.40653858e-03
44.96,1.40715368e-03
44.97,1.40763821e-03
44.98,1.40798878e-03
44.99,1.40820189e-03
45.00,1.40827376e-03
