Angle(deg),BER_Bound_Exact_Integral
21.25,1.93418098e-04
21.26,1.93768393e-04
21.27,1.94124242e-04
21.28,1.94485508e-04
21.29,1.94852044e-04
21.30,1.95223690e-04
21.31,1.95600279e-04
21.32,1.95981631e-04
21.33,1.96367552e-04
21.34,1.96757838e-04
21.35,1.97152272e-04
21.36,1.97550624e-04
21.37,1.97952650e-04
21.38,1.98358093e-04
21.39,1.98766680e-04
21.40,1.99178125e-04
21.41,1.99592126e-04
21.42,2.00008368e-04
21.43,2.00426516e-04
21.44,2.00846222e-04
21.45,2.01267121e-04
21.46,2.01688833e-04
21.47,2.02110958e-04
21.48,2.02533081e-04
21.49,2.02954770e-04
21.50,2.03375575e-04
21.51,2.03795028e-04
21.52,2.04212644e-04
21.53,2.04627921e-04
21.54,2.05040338e-04
21.55,2.05449357e-04
21.56,2.05854424e-04
21.57,2.06254964e-04
21.58,2.06650388e-04
21.59,2.07040089e-04
21.60,2.07423442e-04
21.61,2.07799809e-04
21.62,2.08168531e-04
21.63,2.08528937e-04
21.64,2.08880340e-04
21.65,2.09222038e-04
21.66,2.09553315e-04
21.67,2.09873440e-04
21.68,2.10181673e-04
21.69,2.10477257e-04
21.70,2.10759427e-04
21.71,2.11027407e-04
21.72,2.11280409e-04
21.73,2.11517640e-04
21.74,2.11738294e-04
21.75,2.11941560e-04
21.76,2.12126619e-04
21.77,2.12292642e-04
21.78,2.12438809e-04
21.79,2.12564333e-04
21.80,2.12668385e-04
21.81,2.12750195e-04
21.82,2.12810266e-04
21.83,2.12849485e-04
21.84,2.12868632e-04
21.85,2.12868527e-04
21.86,2.12850002e-04
21.87,2.12813883e-04
21.88,2.12760988e-04
21.89,2.12692127e-04
21.90,2.12608104e-04
21.91,2.12509709e-04
21.92,2.12397729e-04
21.93,2.12272935e-04
21.94,2.12136090e-04
21.95,2.11987944e-04
21.96,2.11829236e-04
21.97,2.11660689e-04
21.98,2.11483014e-04
21.99,2.11296906e-04
22.00,2.11103048e-04
22.01,2.10902104e-04
22.02,2.10694724e-04
22.03,2.10481541e-04
22.04,2.10263172e-04
22.05,2.10040216e-04
22.06,2.09813257e-04
22.07,2.09582859e-04
22.08,2.09349571e-04
22.09,2.09113923e-04
22.10,2.08876428e-04
22.11,2.08637580e-04
22.12,2.08397858e-04
22.13,2.08157722e-04
22.14,2.07917615e-04
22.15,2.07677963e-04
22.16,2.07439174e-04
22.17,2.07201641e-04
22.18,2.06965738e-04
22.19,2.06731825e-04
22.20,2.06500246e-04
22.21,2.06271327e-04
22.22,2.06045380e-04
22.23,2.05822703e-04
22.24,2.05603578e-04
22.25,2.05388274e-04
22.26,2.05177044e-04
22.27,2.04970129e-04
22.28,2.04767757e-04
22.29,2.04570143e-04
22.30,2.04377490e-04
22.31,2.04189988e-04
22.32,2.04007818e-04
22.33,2.03831146e-04
22.34,2.03660132e-04
22.35,2.03494923e-04
22.36,2.03335656e-04
22.37,2.03182460e-04
22.38,2.03035454e-04
22.39,2.02894749e-04
22.40,2.02760447e-04
22.41,2.02632643e-04
22.42,2.02511425e-04
22.43,2.02396871e-04
22.44,2.02289055e-04
22.45,2.02188044e-04
22.46,2.02093899e-04
22.47,2.02006673e-04
22.48,2.01926416e-04
22.49,2.01853172e-04
22.50,2.01786979e-04
22.51,2.01727871e-04
22.52,2.01675879e-04
22.53,2.01631026e-04
22.54,2.01593335e-04
22.55,2.01562823e-04
22.56,2.01539503e-04
22.57,2.01523385e-04
22.58,2.01514478e-04
22.59,2.01512784e-04
22.60,2.01518304e-04
22.61,2.01531036e-04
22.62,2.01550975e-04
22.63,2.01578115e-04
22.64,2.01612445e-04
22.65,2.01653951e-04
22.66,2.01702621e-04
22.67,2.01758435e-04
22.68,2.01821374e-04
22.69,2.01891417e-04
22.70,2.01968539e-04
22.71,2.02052712e-04
22.72,2.02143908e-04
22.73,2.02242096e-04
22.74,2.02347241e-04
22.75,2.02459306e-04
22.76,2.02578254e-04
22.77,2.02704041e-04
22.78,2.02836623e-04
22.79,2.02975954e-04
22.80,2.03121982e-04
22.81,2.03274654e-04
22.82,2.03433913e-04
22.83,2.03599700e-04
22.84,2.03771949e-04
22.85,2.03950595e-04
22.86,2.04135564e-04
22.87,2.04326783e-04
22.88,2.04524172e-04
22.89,2.04727645e-04
22.90,2.04937115e-04
22.91,2.05152489e-04
22.92,2.05373668e-04
22.93,2.05600549e-04
22.94,2.05833023e-04
22.95,2.06070977e-04
22.96,2.06314291e-04
22.97,2.06562840e-04
22.98,2.06816495e-04
22.99,2.07075118e-04
23.00,2.07338567e-04
23.01,2.07606695e-04
23.02,2.07879348e-04
23.03,2.08156367e-04
23.04,2.08437586e-04
23.05,2.08722835e-04
23.06,2.09011937e-04
23.07,2.09304712e-04
23.08,2.09600971e-04
23.09,2.09900525e-04
23.10,2.10203177e-04
23.11,2.10508726e-04
23.12,2.10816968e-04
23.13,2.11127695e-04
23.14,2.11440696e-04
23.15,2.11755756e-04
23.16,2.12072660e-04
23.17,2.12391188e-04
23.18,2.12711120e-04
23.19,2.13032240e-04
23.20,2.13354330e-04
23.21,2.13677258e-04
23.22,2.14001202e-04
23.23,2.14326356e-04
23.24,2.14652921e-04
23.25,2.14981101e-04
23.26,2.15311097e-04
23.27,2.15643106e-04
23.28,2.15977325e-04
23.29,2.16313946e-04
23.30,2.16653159e-04
23.31,2.16995150e-04
23.32,2.17340100e-04
23.33,2.17688187e-04
23.34,2.18039583e-04
23.35,2.18394456e-04
23.36,2.18752967e-04
23.37,2.19115273e-04
23.38,2.19481527e-04
23.39,2.19851873e-04
23.40,2.20226451e-04
23.41,2.20605395e-04
23.42,2.20988833e-04
23.43,2.21376888e-04
23.44,2.21769676e-04
23.45,2.22167309e-04
23.46,2.22569890e-04
23.47,2.22977520e-04
23.48,2.23390293e-04
23.49,2.23808298e-04
23.50,2.24231619e-04
23.51,2.24660335e-04
23.52,2.25094520e-04
23.53,2.25534243e-04
23.54,2.25979570e-04
23.55,2.26430563e-04
23.56,2.26887277e-04
23.57,2.27349768e-04
23.58,2.27818083e-04
23.59,2.28292271e-04
23.60,2.28772374e-04
23.61,2.29258433e-04
23.62,2.29750485e-04
23.63,2.30248566e-04
23.64,2.30752709e-04
23.65,2.31262944e-04
23.66,2.31779299e-04
23.67,2.32301802e-04
23.68,2.32830478e-04
23.69,2.33365350e-04
23.70,2.33906440e-04
23.71,2.34453770e-04
23.72,2.35007358e-04
23.73,2.35567225e-04
23.74,2.36133388e-04
23.75,2.36705863e-04
23.76,2.37284669e-04
23.77,2.37869820e-04
23.78,2.38461333e-04
23.79,2.39059221e-04
23.80,2.39663502e-04
23.81,2.40274188e-04
23.82,2.40891294e-04
23.83,2.41514835e-04
23.84,2.42144825e-04
23.85,2.42781279e-04
23.86,2.43424210e-04
23.87,2.44073634e-04
23.88,2.44729564e-04
23.89,2.45392017e-04
23.90,2.46061006e-04
23.91,2.46736548e-04
23.92,2.47418657e-04
23.93,2.48107350e-04
23.94,2.48802644e-04
23.95,2.49504554e-04
23.96,2.50213097e-04
23.97,2.50928292e-04
23.98,2.51650155e-04
23.99,2.52378705e-04
24.00,2.53113960e-04
24.01,2.53855939e-04
24.02,2.54604662e-04
24.03,2.55360149e-04
24.04,2.56122419e-04
24.05,2.56891494e-04
24.06,2.57667395e-04
24.07,2.58450143e-04
24.08,2.59239760e-04
24.09,2.60036269e-04
24.10,2.60839693e-04
24.11,2.61650054e-04
24.12,2.62467378e-04
24.13,2.63291687e-04
24.14,2.64123007e-04
24.15,2.64961363e-04
24.16,2.65806780e-04
24.17,2.66659285e-04
24.18,2.67518902e-04
24.19,2.68385660e-04
24.20,2.69259585e-04
24.21,2.70140704e-04
24.22,2.71029046e-04
24.23,2.71924639e-04
24.24,2.72827510e-04
24.25,2.73737690e-04
24.26,2.74655207e-04
24.27,2.75580091e-04
24.28,2.76512372e-04
24.29,2.77452079e-04
24.30,2.78399244e-04
24.31,2.79353897e-04
24.32,2.80316069e-04
24.33,2.81285792e-04
24.34,2.82263098e-04
24.35,2.83248017e-04
24.36,2.84240583e-04
24.37,2.85240827e-04
24.38,2.86248782e-04
24.39,2.87264481e-04
24.40,2.88287956e-04
24.41,2.89319242e-04
24.42,2.90358371e-04
24.43,2.91405376e-04
24.44,2.92460292e-04
24.45,2.93523151e-04
24.46,2.94593989e-04
24.47,2.95672838e-04
24.48,2.96759734e-04
24.49,2.97854709e-04
24.50,2.98957799e-04
24.51,3.00069038e-04
24.52,3.01188459e-04
24.53,3.02316098e-04
24.54,3.03451989e-04
24.55,3.04596166e-04
24.56,3.05748663e-04
24.57,3.06909516e-04
24.58,3.08078758e-04
24.59,3.09256423e-04
24.60,3.10442546e-04
24.61,3.11637161e-04
24.62,3.12840302e-04
24.63,3.14052003e-04
24.64,3.15272297e-04
24.65,3.16501219e-04
24.66,3.17738800e-04
24.67,3.18985076e-04
24.68,3.20240079e-04
24.69,3.21503841e-04
24.70,3.22776396e-04
24.71,3.24057775e-04
24.72,3.25348011e-04
24.73,3.26647135e-04
24.74,3.27955179e-04
24.75,3.29272174e-04
24.76,3.30598150e-04
24.77,3.31933138e-04
24.78,3.33277169e-04
24.79,3.34630271e-04
24.80,3.35992473e-04
24.81,3.37363805e-04
24.82,3.38744294e-04
24.83,3.40133967e-04
24.84,3.41532853e-04
24.85,3.42940978e-04
24.86,3.44358366e-04
24.87,3.45785045e-04
24.88,3.47221037e-04
24.89,3.48666369e-04
24.90,3.50121062e-04
24.91,3.51585139e-04
24.92,3.53058623e-04
24.93,3.54541533e-04
24.94,3.56033892e-04
24.95,3.57535717e-04
24.96,3.59047028e-04
24.97,3.60567841e-04
24.98,3.62098175e-04
24.99,3.63638045e-04
25.00,3.65187465e-04
25.01,3.66746449e-04
25.02,3.68315010e-04
25.03,3.69893160e-04
25.04,3.71480909e-04
25.05,3.73078265e-04
25.06,3.74685239e-04
25.07,3.76301835e-04
25.08,3.77928060e-04
25.09,3.79563918e-04
25.10,3.81209412e-04
25.11,3.82864543e-04
25.12,3.84529311e-04
25.13,3.86203714e-04
25.14,3.87887751e-04
25.15,3.89581415e-04
25.16,3.91284701e-04
25.17,3.92997600e-04
25.18,3.94720104e-04
25.19,3.96452200e-04
25.20,3.98193875e-04
25.21,3.99945115e-04
25.22,4.01705901e-04
25.23,4.03476215e-04
25.24,4.05256035e-04
25.25,4.07045339e-04
25.26,4.08844100e-04
25.27,4.10652292e-04
25.28,4.12469883e-04
25.29,4.14296842e-04
25.30,4.16133134e-04
25.31,4.17978722e-04
25.32,4.19833565e-04
25.33,4.21697622e-04
25.34,4.23570846e-04
25.35,4.25453191e-04
25.36,4.27344605e-04
25.37,4.29245034e-04
25.38,4.31154422e-04
25.39,4.33072709e-04
25.40,4.34999831e-04
25.41,4.36935723e-04
25.42,4.38880314e-04
25.43,4.40833531e-04
25.44,4.42795297e-04
25.45,4.44765533e-04
25.46,4.46744153e-04
25.47,4.48731070e-04
25.48,4.50726191e-04
25.49,4.52729421e-04
25.50,4.54740658e-04
25.51,4.56759799e-04
25.52,4.58786734e-04
25.53,4.60821348e-04
25.54,4.62863525e-04
25.55,4.64913140e-04
25.56,4.66970064e-04
25.57,4.69034165e-04
25.58,4.71105304e-04
25.59,4.73183337e-04
25.60,4.75268113e-04
25.61,4.77359477e-04
25.62,4.79457268e-04
25.63,4.81561318e-04
25.64,4.83671453e-04
25.65,4.85787493e-04
25.66,4.87909251e-04
25.67,4.90036533e-04
25.68,4.92169138e-04
25.69,4.94306858e-04
25.70,4.96449476e-04
25.71,4.98596771e-04
25.72,5.00748509e-04
25.73,5.02904452e-04
25.74,5.05064352e-04
25.75,5.07227952e-04
25.76,5.09394985e-04
25.77,5.11565178e-04
25.78,5.13738246e-04
25.79,5.15913894e-04
25.80,5.18091818e-04
25.81,5.20271703e-04
25.82,5.22453224e-04
25.83,5.24636044e-04
25.84,5.26819815e-04
25.85,5.29004178e-04
25.86,5.31188760e-04
25.87,5.33373177e-04
25.88,5.35557032e-04
25.89,5.37739915e-04
25.90,5.39921402e-04
25.91,5.42101054e-04
25.92,5.44278419e-04
25.93,5.46453030e-04
25.94,5.48624404e-04
25.95,5.50792043e-04
25.96,5.52955431e-04
25.97,5.55114038e-04
25.98,5.57267315e-04
25.99,5.59414696e-04
26.00,5.61555597e-04
26.01,5.63689414e-04
26.02,5.65815525e-04
26.03,5.67933289e-04
26.04,5.70042044e-04
26.05,5.72141106e-04
26.06,5.74229772e-04
26.07,5.76307317e-04
26.08,5.78372991e-04
26.09,5.80426025e-04
26.10,5.82465623e-04
26.11,5.84490967e-04
26.12,5.86501215e-04
26.13,5.88495498e-04
26.14,5.90472923e-04
26.15,5.92432571e-04
26.16,5.94373496e-04
26.17,5.96294725e-04
26.18,5.98195257e-04
26.19,6.00074063e-04
26.20,6.01930087e-04
26.21,6.03762244e-04
26.22,6.05569418e-04
26.23,6.07350465e-04
26.24,6.09104212e-04
26.25,6.10829453e-04
26.26,6.12524955e-04
26.27,6.14189452e-04
26.28,6.15821650e-04
26.29,6.17420221e-04
26.30,6.18983810e-04
26.31,6.20511028e-04
26.32,6.22000458e-04
26.33,6.23450650e-04
26.34,6.24860128e-04
26.35,6.26227382e-04
26.36,6.27550874e-04
26.37,6.28829039e-04
26.38,6.30060282e-04
26.39,6.31242978e-04
26.40,6.32375480e-04
26.41,6.33456111e-04
26.42,6.34483169e-04
26.43,6.35454928e-04
26.44,6.36369639e-04
26.45,6.37225528e-04
26.46,6.38020801e-04
26.47,6.38753644e-04
26.48,6.39422224e-04
26.49,6.40024694e-04
26.50,6.40559198e-04
26.51,6.41023878e-04
26.52,6.41416880e-04
26.53,6.41736357e-04
26.54,6.41980454e-04
26.55,6.42147266e-04
26.56,6.42234756e-04
26.57,6.42240841e-04
26.58,6.42165504e-04
26.59,6.42010823e-04
26.60,6.41778839e-04
26.61,6.41471454e-04
26.62,6.41090527e-04
26.63,6.40637905e-04
26.64,6.40115440e-04
26.65,6.39524990e-04
26.66,6.38868413e-04
26.67,6.38147556e-04
26.68,6.37364251e-04
26.69,6.36520314e-04
26.70,6.35617538e-04
26.71,6.34657698e-04
26.72,6.33642544e-04
26.73,6.32573801e-04
26.74,6.31453173e-04
26.75,6.30282335e-04
26.76,6.29062937e-04
26.77,6.27796603e-04
26.78,6.26484928e-04
26.79,6.25129480e-04
26.80,6.23731795e-04
26.81,6.22293383e-04
26.82,6.20815723e-04
26.83,6.19300264e-04
26.84,6.17748423e-04
26.85,6.16161590e-04
26.86,6.14541121e-04
26.87,6.12888343e-04
26.88,6.11204552e-04
26.89,6.09491013e-04
26.90,6.07748962e-04
26.91,6.05979602e-04
26.92,6.04184109e-04
26.93,6.02363627e-04
26.94,6.00519271e-04
26.95,5.98652128e-04
26.96,5.96763255e-04
26.97,5.94853680e-04
26.98,5.92924405e-04
26.99,5.90976403e-04
27.00,5.89010620e-04
27.01,5.87027977e-04
27.02,5.85029367e-04
27.03,5.83015658e-04
27.04,5.80987694e-04
27.05,5.78946294e-04
27.06,5.76892251e-04
27.07,5.74826339e-04
27.08,5.72749304e-04
27.09,5.70661874e-04
27.10,5.68564753e-04
27.11,5.66458623e-04
27.12,5.64344148e-04
27.13,5.62221969e-04
27.14,5.60092708e-04
27.15,5.57956970e-04
27.16,5.55815339e-04
27.17,5.53668381e-04
27.18,5.51516646e-04
27.19,5.49360664e-04
27.20,5.47200952e-04
27.21,5.45038007e-04
27.22,5.42872314e-04
27.23,5.40704338e-04
27.24,5.38534534e-04
27.25,5.36363340e-04
27.26,5.34191180e-04
27.27,5.32018465e-04
27.28,5.29845591e-04
27.29,5.27672945e-04
27.30,5.25500898e-04
27.31,5.23329810e-04
27.32,5.21160029e-04
27.33,5.18991892e-04
27.34,5.16825725e-04
27.35,5.14661844e-04
27.36,5.12500553e-04
27.37,5.10342146e-04
27.38,5.08186908e-04
27.39,5.06035115e-04
27.40,5.03887032e-04
27.41,5.01742917e-04
27.42,4.99603017e-04
27.43,4.97467574e-04
27.44,4.95336818e-04
27.45,4.93210973e-04
27.46,4.91090255e-04
27.47,4.88974873e-04
27.48,4.86865028e-04
27.49,4.84760913e-04
27.50,4.82662718e-04
27.51,4.80570621e-04
27.52,4.78484797e-04
27.53,4.76405415e-04
27.54,4.74332636e-04
27.55,4.72266615e-04
27.56,4.70207503e-04
27.57,4.68155444e-04
27.58,4.66110577e-04
27.59,4.64073037e-04
27.60,4.62042952e-04
27.61,4.60020444e-04
27.62,4.58005635e-04
27.63,4.55998636e-04
27.64,4.53999558e-04
27.65,4.52008506e-04
27.66,4.50025580e-04
27.67,4.48050878e-04
27.68,4.46084491e-04
27.69,4.44126508e-04
27.70,4.42177013e-04
27.71,4.40236088e-04
27.72,4.38303809e-04
27.73,4.36380250e-04
27.74,4.34465480e-04
27.75,4.32559568e-04
27.76,4.30662575e-04
27.77,4.28774563e-04
27.78,4.26895589e-04
27.79,4.25025706e-04
27.80,4.23164966e-04
27.81,4.21313417e-04
27.82,4.19471105e-04
27.83,4.17638072e-04
27.84,4.15814359e-04
27.85,4.14000004e-04
27.86,4.12195041e-04
27.87,4.10399503e-04
27.88,4.08613422e-04
27.89,4.06836823e-04
27.90,4.05069735e-04
27.91,4.03312180e-04
27.92,4.01564179e-04
27.93,3.99825754e-04
27.94,3.98096920e-04
27.95,3.96377694e-04
27.96,3.94668089e-04
27.97,3.92968117e-04
27.98,3.91277789e-04
27.99,3.89597113e-04
28.00,3.87926095e-04
28.01,3.86264741e-04
28.02,3.84613054e-04
28.03,3.82971036e-04
28.04,3.81338688e-04
28.05,3.79716008e-04
28.06,3.78102995e-04
28.07,3.76499644e-04
28.08,3.74905951e-04
28.09,3.73321909e-04
28.10,3.71747511e-04
28.11,3.70182748e-04
28.12,3.68627610e-04
28.13,3.67082086e-04
28.14,3.65546164e-04
28.15,3.64019830e-04
28.16,3.62503072e-04
28.17,3.60995872e-04
28.18,3.59498216e-04
28.19,3.58010086e-04
28.20,3.56531464e-04
28.21,3.55062332e-04
28.22,3.53602670e-04
28.23,3.52152457e-04
28.24,3.50711673e-04
28.25,3.49280295e-04
28.26,3.47858301e-04
28.27,3.46445667e-04
28.28,3.45042370e-04
28.29,3.43648385e-04
28.30,3.42263688e-04
28.31,3.40888251e-04
28.32,3.39522050e-04
28.33,3.38165057e-04
28.34,3.36817244e-04
28.35,3.35478586e-04
28.36,3.34149052e-04
28.37,3.32828614e-04
28.38,3.31517244e-04
28.39,3.30214912e-04
28.40,3.28921589e-04
28.41,3.27637243e-04
28.42,3.26361846e-04
28.43,3.25095365e-04
28.44,3.23837771e-04
28.45,3.22589032e-04
28.46,3.21349116e-04
28.47,3.20117992e-04
28.48,3.18895629e-04
28.49,3.17681993e-04
28.50,3.16477053e-04
28.51,3.15280776e-04
28.52,3.14093131e-04
28.53,3.12914084e-04
28.54,3.11743602e-04
28.55,3.10581655e-04
28.56,3.09428207e-04
28.57,3.08283227e-04
28.58,3.07146682e-04
28.59,3.06018539e-04
28.60,3.04898765e-04
28.61,3.03787328e-04
28.62,3.02684195e-04
28.63,3.01589332e-04
28.64,3.00502709e-04
28.65,2.99424291e-04
28.66,2.98354047e-04
28.67,2.97291944e-04
28.68,2.96237951e-04
28.69,2.95192035e-04
28.70,2.94154165e-04
28.71,2.93124308e-04
28.72,2.92102434e-04
28.73,2.91088510e-04
28.74,2.90082507e-04
28.75,2.89084393e-04
28.76,2.88094138e-04
28.77,2.87111711e-04
28.78,2.86137082e-04
28.79,2.85170222e-04
28.80,2.84211100e-04
28.81,2.83259689e-04
28.82,2.82315958e-04
28.83,2.81379879e-04
28.84,2.80451424e-04
28.85,2.79530565e-04
28.86,2.78617275e-04
28.87,2.77711525e-04
28.88,2.76813290e-04
28.89,2.75922542e-04
28.90,2.75039256e-04
28.91,2.74163406e-04
28.92,2.73294967e-04
28.93,2.72433913e-04
28.94,2.71580220e-04
28.95,2.70733863e-04
28.96,2.69894820e-04
28.97,2.69063066e-04
28.98,2.68238579e-04
28.99,2.67421336e-04
29.00,2.66611315e-04
29.01,2.65808494e-04
29.02,2.65012852e-04
29.03,2.64224368e-04
29.04,2.63443021e-04
29.05,2.62668791e-04
29.06,2.61901658e-04
29.07,2.61141603e-04
29.08,2.60388606e-04
29.09,2.59642648e-04
29.10,2.58903712e-04
29.11,2.58171778e-04
29.12,2.57446827e-04
29.13,2.56728844e-04
29.14,2.56017808e-04
29.15,2.55313704e-04
29.16,2.54616512e-04
29.17,2.53926217e-04
29.18,2.53242799e-04
29.19,2.52566241e-04
29.20,2.51896525e-04
29.21,2.51233634e-04
29.22,2.50577548e-04
29.23,2.49928249e-04
29.24,2.49285718e-04
29.25,2.48649934e-04
29.26,2.48020878e-04
29.27,2.47398528e-04
29.28,2.46782862e-04
29.29,2.46173857e-04
29.30,2.45571487e-04
29.31,2.44975729e-04
29.32,2.44386554e-04
29.33,2.43803934e-04
29.34,2.43227838e-04
29.35,2.42658235e-04
29.36,2.42095089e-04
29.37,2.41538364e-04
29.38,2.40988021e-04
29.39,2.40444018e-04
29.40,2.39906310e-04
29.41,2.39374849e-04
29.42,2.38849585e-04
29.43,2.38330462e-04
29.44,2.37817422e-04
29.45,2.37310403e-04
29.46,2.36809339e-04
29.47,2.36314159e-04
29.48,2.35824788e-04
29.49,2.35341146e-04
29.50,2.34863148e-04
29.51,2.34390705e-04
29.52,2.33923722e-04
29.53,2.33462099e-04
29.54,2.33005730e-04
29.55,2.32554504e-04
29.56,2.32108305e-04
29.57,2.31667010e-04
29.58,2.31230492e-04
29.59,2.30798619e-04
29.60,2.30371250e-04
29.61,2.29948243e-04
29.62,2.29529449e-04
29.63,2.29114713e-04
29.64,2.28703877e-04
29.65,2.28296777e-04
29.66,2.27893247e-04
29.67,2.27493114e-04
29.68,2.27096204e-04
29.69,2.26702339e-04
29.70,2.26311339e-04
29.71,2.25923020e-04
29.72,2.25537198e-04
29.73,2.25153686e-04
29.74,2.24772305e-04
29.75,2.24392868e-04
29.76,2.24015388e-04
29.77,2.23640059e-04
29.78,2.23267076e-04
29.79,2.22896636e-04
29.80,2.22528936e-04
29.81,2.22164172e-04
29.82,2.21802535e-04
29.83,2.21444216e-04
29.84,2.21089402e-04
29.85,2.20738275e-04
29.86,2.20391015e-04
29.87,2.20047798e-04
29.88,2.19708793e-04
29.89,2.19374167e-04
29.90,2.19044081e-04
29.91,2.18718689e-04
29.92,2.18398143e-04
29.93,2.18082586e-04
29.94,2.17772159e-04
29.95,2.17466994e-04
29.96,2.17167219e-04
29.97,2.16872956e-04
29.98,2.16584322e-04
29.99,2.16301428e-04
30.00,2.16024379e-04
30.01,2.15753275e-04
30.02,2.15488210e-04
30.03,2.15229275e-04
30.04,2.14976554e-04
30.05,2.14730125e-04
30.06,2.14490064e-04
30.07,2.14256442e-04
30.08,2.14029323e-04
30.09,2.13808768e-04
30.10,2.13594836e-04
30.11,2.13387579e-04
30.12,2.13187046e-04
30.13,2.12993282e-04
30.14,2.12806329e-04
30.15,2.12626225e-04
30.16,2.12453005e-04
30.17,2.12286700e-04
30.18,2.12127336e-04
30.19,2.11974940e-04
30.20,2.11829531e-04
30.21,2.11691127e-04
30.22,2.11559744e-04
30.23,2.11435392e-04
30.24,2.11318079e-04
30.25,2.11207809e-04
30.26,2.11104585e-04
30.27,2.11008403e-04
30.28,2.10919257e-04
30.29,2.10837138e-04
30.30,2.10762032e-04
30.31,2.10693921e-04
30.32,2.10632784e-04
30.33,2.10578594e-04
30.34,2.10531320e-04
30.35,2.10490928e-04
30.36,2.10457375e-04
30.37,2.10430618e-04
30.38,2.10410603e-04
30.39,2.10397275e-04
30.40,2.10390569e-04
30.41,2.10390417e-04
30.42,2.10396741e-04
30.43,2.10409459e-04
30.44,2.10428479e-04
30.45,2.10453703e-04
30.46,2.10485024e-04
30.47,2.10522327e-04
30.48,2.10565488e-04
30.49,2.10614373e-04
30.50,2.10668840e-04
30.51,2.10728734e-04
30.52,2.10793893e-04
30.53,2.10864142e-04
30.54,2.10939295e-04
30.55,2.11019154e-04
30.56,2.11103510e-04
30.57,2.11192140e-04
30.58,2.11284809e-04
30.59,2.11381270e-04
30.60,2.11481259e-04
30.61,2.11584500e-04
30.62,2.11690704e-04
30.63,2.11799565e-04
30.64,2.11910762e-04
30.65,2.12023960e-04
30.66,2.12138809e-04
30.67,2.12254942e-04
30.68,2.12371976e-04
30.69,2.12489512e-04
30.70,2.12607137e-04
30.71,2.12724419e-04
30.72,2.12840910e-04
30.73,2.12956149e-04
30.74,2.13069654e-04
30.75,2.13180930e-04
30.76,2.13289466e-04
30.77,2.13394735e-04
30.78,2.13496193e-04
30.79,2.13593284e-04
30.80,2.13685434e-04
30.81,2.13772057e-04
30.82,2.13852553e-04
30.83,2.13926307e-04
30.84,2.13992693e-04
30.85,2.14051074e-04
30.86,2.14100798e-04
30.87,2.14141205e-04
30.88,2.14171626e-04
30.89,2.14191381e-04
30.90,2.14199783e-04
30.91,2.14196137e-04
30.92,2.14179740e-04
30.93,2.14149884e-04
30.94,2.14105854e-04
30.95,2.14046957e-04
30.96,2.13972511e-04
30.97,2.13881769e-04
30.98,2.13774890e-04
30.99,2.13652644e-04
31.00,2.13515704e-04
31.01,2.13364775e-04
31.02,2.13200572e-04
31.03,2.13023806e-04
31.04,2.12835178e-04
31.05,2.12635384e-04
31.06,2.12425110e-04
31.07,2.12205037e-04
31.08,2.11975833e-04
31.09,2.11738158e-04
31.10,2.11492662e-04
31.11,2.11239981e-04
31.12,2.10980741e-04
31.13,2.10715554e-04
31.14,2.10445019e-04
31.15,2.10169722e-04
31.16,2.09890232e-04
31.17,2.09607105e-04
31.18,2.09320883e-04
31.19,2.09032089e-04
31.20,2.08741233e-04
31.21,2.08448809e-04
31.22,2.08155293e-04
31.23,2.07861146e-04
31.24,2.07566813e-04
31.25,2.07272722e-04
31.26,2.06979286e-04
31.27,2.06686900e-04
31.28,2.06395943e-04
31.29,2.06106781e-04
31.30,2.05819761e-04
31.31,2.05535217e-04
31.32,2.05253465e-04
31.33,2.04974808e-04
31.34,2.04699535e-04
31.35,2.04427918e-04
31.36,2.04160219e-04
31.37,2.03896683e-04
31.38,2.03637543e-04
31.39,2.03383019e-04
31.40,2.03133318e-04
31.41,2.02888638e-04
31.42,2.02649161e-04
31.43,2.02415060e-04
31.44,2.02186499e-04
31.45,2.01963628e-04
31.46,2.01746589e-04
31.47,2.01535516e-04
31.48,2.01330530e-04
31.49,2.01131747e-04
31.50,2.00939273e-04
31.51,2.00753207e-04
31.52,2.00573640e-04
31.53,2.00400655e-04
31.54,2.00234329e-04
31.55,2.00074734e-04
31.56,1.99921935e-04
31.57,1.99775989e-04
31.58,1.99636952e-04
31.59,1.99504872e-04
31.60,1.99379792e-04
31.61,1.99261753e-04
31.62,1.99150791e-04
31.63,1.99046937e-04
31.64,1.98950218e-04
31.65,1.98860661e-04
31.66,1.98778287e-04
31.67,1.98703115e-04
31.68,1.98635161e-04
31.69,1.98574440e-04
31.70,1.98520963e-04
31.71,1.98474740e-04
31.72,1.98435780e-04
31.73,1.98404089e-04
31.74,1.98379671e-04
31.75,1.98362532e-04
31.76,1.98352672e-04
31.77,1.98350095e-04
31.78,1.98354800e-04
31.79,1.98366788e-04
31.80,1.98386058e-04
31.81,1.98412610e-04
31.82,1.98446440e-04
31.83,1.98487549e-04
31.84,1.98535933e-04
31.85,1.98591591e-04
31.86,1.98654520e-04
31.87,1.98724718e-04
31.88,1.98802183e-04
31.89,1.98886914e-04
31.90,1.98978908e-04
31.91,1.99078164e-04
31.92,1.99184681e-04
31.93,1.99298458e-04
31.94,1.99419495e-04
31.95,1.99547793e-04
31.96,1.99683351e-04
31.97,1.99826172e-04
31.98,1.99976256e-04
31.99,2.00133606e-04
