Angle(deg),BER_Bound_Eq70
21.48,3.12828703e-07
21.49,3.12208047e-07
21.50,3.11589389e-07
21.51,3.10972724e-07
21.52,3.10358046e-07
21.53,3.09745350e-07
21.54,3.09134632e-07
21.55,3.08525885e-07
21.56,3.07919106e-07
21.57,3.07314288e-07
21.58,3.06711427e-07
21.59,3.06110518e-07
21.60,3.05511556e-07
21.61,3.04914536e-07
21.62,3.04319453e-07
21.63,3.03726303e-07
21.64,3.03135080e-07
21.65,3.02545780e-07
21.66,3.01958398e-07
21.67,3.01372930e-07
21.68,3.00789370e-07
21.69,3.00207715e-07
21.70,2.99627960e-07
21.71,2.99050100e-07
21.72,2.98474131e-07
21.73,2.97900049e-07
21.74,2.97327849e-07
21.75,2.96757527e-07
21.76,2.96189078e-07
21.77,2.95622498e-07
21.78,2.95057784e-07
21.79,2.94494931e-07
21.80,2.93933935e-07
21.81,2.93374792e-07
21.82,2.92817498e-07
21.83,2.92262048e-07
21.84,2.91708440e-07
21.85,2.91156669e-07
21.86,2.90606731e-07
21.87,2.90058623e-07
21.88,2.89512341e-07
21.89,2.88967880e-07
21.90,2.88425239e-07
21.91,2.87884412e-07
21.92,2.87345397e-07
21.93,2.86808189e-07
21.94,2.86272786e-07
21.95,2.85739184e-07
21.96,2.85207380e-07
21.97,2.84677370e-07
21.98,2.84149152e-07
21.99,2.83622721e-07
22.00,2.83098075e-07
22.01,2.82575211e-07
22.02,2.82054125e-07
22.03,2.81534815e-07
22.04,2.81017278e-07
22.05,2.80501511e-07
22.06,2.79987510e-07
22.07,2.79475274e-07
22.08,2.78964800e-07
22.09,2.78456084e-07
22.10,2.77949124e-07
22.11,2.77443918e-07
22.12,2.76940463e-07
22.13,2.76438757e-07
22.14,2.75938797e-07
22.15,2.75440581e-07
22.16,2.74944106e-07
22.17,2.74449371e-07
22.18,2.73956374e-07
22.19,2.73465111e-07
22.20,2.72975582e-07
22.21,2.72487784e-07
22.22,2.72001715e-07
22.23,2.71517374e-07
22.24,2.71034758e-07
22.25,2.70553866e-07
22.26,2.70074696e-07
22.27,2.69597248e-07
22.28,2.69121518e-07
22.29,2.68647506e-07
22.30,2.68175211e-07
22.31,2.67704630e-07
22.32,2.67235764e-07
22.33,2.66768610e-07
22.34,2.66303167e-07
22.35,2.65839435e-07
22.36,2.65377413e-07
22.37,2.64917100e-07
22.38,2.64458494e-07
22.39,2.64001596e-07
22.40,2.63546404e-07
22.41,2.63092918e-07
22.42,2.62641138e-07
22.43,2.62191063e-07
22.44,2.61742693e-07
22.45,2.61296028e-07
22.46,2.60851067e-07
22.47,2.60407811e-07
22.48,2.59966259e-07
22.49,2.59526412e-07
22.50,2.59088270e-07
22.51,2.58651833e-07
22.52,2.58217102e-07
22.53,2.57784077e-07
22.54,2.57352758e-07
22.55,2.56923147e-07
22.56,2.56495245e-07
22.57,2.56069051e-07
22.58,2.55644568e-07
22.59,2.55221797e-07
22.60,2.54800737e-07
22.61,2.54381392e-07
22.62,2.53963762e-07
22.63,2.53547850e-07
22.64,2.53133655e-07
22.65,2.52721182e-07
22.66,2.52310431e-07
22.67,2.51901404e-07
22.68,2.51494104e-07
22.69,2.51088533e-07
22.70,2.50684693e-07
22.71,2.50282587e-07
22.72,2.49882218e-07
22.73,2.49483588e-07
22.74,2.49086701e-07
22.75,2.48691560e-07
22.76,2.48298167e-07
22.77,2.47906527e-07
22.78,2.47516642e-07
22.79,2.47128517e-07
22.80,2.46742156e-07
22.81,2.46357562e-07
22.82,2.45974740e-07
22.83,2.45593694e-07
22.84,2.45214429e-07
22.85,2.44836949e-07
22.86,2.44461259e-07
22.87,2.44087365e-07
22.88,2.43715271e-07
22.89,2.43344984e-07
22.90,2.42976508e-07
22.91,2.42609850e-07
22.92,2.42245015e-07
22.93,2.41882011e-07
22.94,2.41520842e-07
22.95,2.41161517e-07
22.96,2.40804042e-07
22.97,2.40448424e-07
22.98,2.40094671e-07
22.99,2.39742790e-07
23.00,2.39392788e-07
23.01,2.39044675e-07
23.02,2.38698458e-07
23.03,2.38354146e-07
23.04,2.38011749e-07
23.05,2.37671274e-07
23.06,2.37332732e-07
23.07,2.36996132e-07
23.08,2.36661484e-07
23.09,2.36328799e-07
23.10,2.35998087e-07
23.11,2.35669359e-07
23.12,2.35342627e-07
23.13,2.35017901e-07
23.14,2.34695195e-07
23.15,2.34374519e-07
23.16,2.34055888e-07
23.17,2.33739313e-07
23.18,2.33424809e-07
23.19,2.33112388e-07
23.20,2.32802065e-07
23.21,2.32493856e-07
23.22,2.32187773e-07
23.23,2.31883834e-07
23.24,2.31582054e-07
23.25,2.31282449e-07
23.26,2.30985036e-07
23.27,2.30689832e-07
23.28,2.30396855e-07
23.29,2.30106123e-07
23.30,2.29817654e-07
23.31,2.29531469e-07
23.32,2.29247587e-07
23.33,2.28966029e-07
23.34,2.28686814e-07
23.35,2.28409966e-07
23.36,2.28135505e-07
23.37,2.27863455e-07
23.38,2.27593839e-07
23.39,2.27326682e-07
23.40,2.27062008e-07
23.41,2.26799842e-07
23.42,2.26540210e-07
23.43,2.26283141e-07
23.44,2.26028661e-07
23.45,2.25776799e-07
23.46,2.25527584e-07
23.47,2.25281046e-07
23.48,2.25037217e-07
23.49,2.24796128e-07
23.50,2.24557813e-07
23.51,2.24322304e-07
23.52,2.24089638e-07
23.53,2.23859849e-07
23.54,2.23632974e-07
23.55,2.23409052e-07
23.56,2.23188121e-07
23.57,2.22970222e-07
23.58,2.22755395e-07
23.59,2.22543685e-07
23.60,2.22335133e-07
23.61,2.22129786e-07
23.62,2.21927690e-07
23.63,2.21728894e-07
23.64,2.21533445e-07
23.65,2.21341396e-07
23.66,2.21152798e-07
23.67,2.20967705e-07
23.68,2.20786174e-07
23.69,2.20608262e-07
23.70,2.20434026e-07
23.71,2.20263530e-07
23.72,2.20096835e-07
23.73,2.19934006e-07
23.74,2.19775111e-07
23.75,2.19620217e-07
23.76,2.19469397e-07
23.77,2.19322724e-07
23.78,2.19180272e-07
23.79,2.19042122e-07
23.80,2.18908353e-07
23.81,2.18779049e-07
23.82,2.18654296e-07
23.83,2.18534182e-07
23.84,2.18418801e-07
23.85,2.18308246e-07
23.86,2.18202616e-07
23.87,2.18102012e-07
23.88,2.18006539e-07
23.89,2.17916306e-07
23.90,2.17831424e-07
23.91,2.17752010e-07
23.92,2.17678183e-07
23.93,2.17610069e-07
23.94,2.17547794e-07
23.95,2.17491493e-07
23.96,2.17441303e-07
23.97,2.17397367e-07
23.98,2.17359832e-07
23.99,2.17328853e-07
24.00,2.17304587e-07
24.01,2.17287199e-07
24.02,2.17276861e-07
24.03,2.17273748e-07
24.04,2.17278046e-07
24.05,2.17289943e-07
24.06,2.17309639e-07
24.07,2.17337338e-07
24.08,2.17373254e-07
24.09,2.17417609e-07
24.10,2.17470632e-07
24.11,2.17532564e-07
24.12,2.17603652e-07
24.13,2.17684156e-07
24.14,2.17774345e-07
24.15,2.17874500e-07
24.16,2.17984911e-07
24.17,2.18105883e-07
24.18,2.18237731e-07
24.19,2.18380786e-07
24.20,2.18535391e-07
24.21,2.18701904e-07
24.22,2.18880699e-07
24.23,2.19072165e-07
24.24,2.19276709e-07
24.25,2.19494757e-07
24.26,2.19726751e-07
24.27,2.19973156e-07
24.28,2.20234456e-07
24.29,2.20511157e-07
24.30,2.20803790e-07
24.31,2.21112910e-07
24.32,2.21439098e-07
24.33,2.21782961e-07
24.34,2.22145137e-07
24.35,2.22526295e-07
24.36,2.22927136e-07
24.37,2.23348394e-07
24.38,2.23790843e-07
24.39,2.24255293e-07
24.40,2.24742595e-07
24.41,2.25253646e-07
24.42,2.25789388e-07
24.43,2.26350811e-07
24.44,2.26938961e-07
24.45,2.27554937e-07
24.46,2.28199897e-07
24.47,2.28875064e-07
24.48,2.29581728e-07
24.49,2.30321251e-07
24.50,2.31095072e-07
24.51,2.31904712e-07
24.52,2.32751780e-07
24.53,2.33637980e-07
24.54,2.34565114e-07
24.55,2.35535095e-07
24.56,2.36549950e-07
24.57,2.37611832e-07
24.58,2.38723025e-07
24.59,2.39885960e-07
24.60,2.41103220e-07
24.61,2.42377556e-07
24.62,2.43711898e-07
24.63,2.45109371e-07
24.64,2.46573309e-07
24.65,2.48107272e-07
24.66,2.49715067e-07
24.67,2.51400767e-07
24.68,2.53168732e-07
24.69,2.55023638e-07
24.70,2.56970501e-07
24.71,2.59014708e-07
24.72,2.61162052e-07
24.73,2.63418767e-07
24.74,2.65791573e-07
24.75,2.68287715e-07
24.76,2.70915021e-07
24.77,2.73681954e-07
24.78,2.76597674e-07
24.79,2.79672116e-07
24.80,2.82916059e-07
24.81,2.86341223e-07
24.82,2.89960362e-07
24.83,2.93787381e-07
24.84,2.97837459e-07
24.85,3.02127196e-07
24.86,3.06674770e-07
24.87,3.11500126e-07
24.88,3.16625181e-07
24.89,3.22074068e-07
24.90,3.27873408e-07
24.91,3.34052621e-07
24.92,3.40644292e-07
24.93,3.47684587e-07
24.94,3.55213733e-07
24.95,3.63276581e-07
24.96,3.71923257e-07
24.97,3.81209925e-07
24.98,3.91199681e-07
24.99,4.01963607e-07
25.00,4.13582010e-07
25.01,4.26145903e-07
25.02,4.39758761e-07
25.03,4.54538627e-07
25.04,4.70620641e-07
25.05,4.88160104e-07
25.06,5.07336194e-07
25.07,5.28356510e-07
25.08,5.51462661e-07
25.09,5.76937171e-07
25.10,6.05112088e-07
25.11,6.36379770e-07
25.12,6.71206530e-07
25.13,7.10150006e-07
25.14,7.53881495e-07
25.15,8.03214923e-07
25.16,8.59144814e-07
25.17,9.22896584e-07
25.18,9.95993982e-07
25.19,1.08035066e-06
25.20,1.17839634e-06
25.21,1.29325318e-06
25.22,1.42898688e-06
25.23,1.59097062e-06
25.24,1.78642402e-06
25.25,2.02523027e-06
25.26,2.32120844e-06
25.27,2.69415564e-06
25.28,3.17324122e-06
25.29,3.80288203e-06
25.30,4.65341009e-06
25.31,5.84158274e-06
25.32,7.57286619e-06
25.33,1.02365533e-05
25.34,1.46452230e-05
25.35,2.27363382e-05
25.36,4.01290229e-05
25.37,8.93403188e-05
25.38,3.47978358e-04
25.39,5.39305585e-01
25.40,3.86505137e-04
25.41,9.42585269e-05
25.42,4.16387535e-05
25.43,2.34041932e-05
25.44,1.50073903e-05
25.45,1.04603120e-05
25.46,7.72420032e-06
25.47,5.95091325e-06
25.48,4.73642367e-06
25.49,3.86838201e-06
25.50,3.22650722e-06
25.51,2.73852835e-06
25.52,2.35889728e-06
25.53,2.05775183e-06
25.54,1.81485285e-06
25.55,1.61608919e-06
25.56,1.45137876e-06
25.57,1.31336288e-06
25.58,1.19656884e-06
25.59,1.09685824e-06
25.60,1.01105478e-06
25.61,9.36687850e-07
25.62,8.71812347e-07
25.63,8.14880070e-07
25.64,7.64646336e-07
25.65,7.20101278e-07
25.66,6.80418626e-07
25.67,6.44917057e-07
25.68,6.13030728e-07
25.69,5.84286559e-07
25.70,5.58286566e-07
25.71,5.34694007e-07
25.72,5.13222406e-07
25.73,4.93626823e-07
25.74,4.75696829e-07
25.75,4.59250840e-07
25.76,4.44131500e-07
25.77,4.30201909e-07
25.78,4.17342515e-07
25.79,4.05448549e-07
25.80,3.94427888e-07
25.81,3.84199268e-07
25.82,3.74690793e-07
25.83,3.65838670e-07
25.84,3.57586144e-07
25.85,3.49882588e-07
25.86,3.42682735e-07
25.87,3.35946015e-07
25.88,3.29635984e-07
25.89,3.23719841e-07
25.90,3.18168000e-07
25.91,3.12953729e-07
25.92,3.08052827e-07
25.93,3.03443352e-07
25.94,2.99105374e-07
25.95,2.95020768e-07
25.96,2.91173023e-07
25.97,2.87547081e-07
25.98,2.84129194e-07
25.99,2.80906793e-07
26.00,2.77868378e-07
26.01,2.75003416e-07
26.02,2.72302252e-07
26.03,2.69756034e-07
26.04,2.67356636e-07
26.05,2.65096599e-07
26.06,2.62969074e-07
26.07,2.60967772e-07
26.08,2.59086919e-07
26.09,2.57321214e-07
26.10,2.55665794e-07
26.11,2.54116203e-07
26.12,2.52668360e-07
26.13,2.51318534e-07
26.14,2.50063321e-07
26.15,2.48899623e-07
26.16,2.47824628e-07
26.17,2.46835794e-07
26.18,2.45930835e-07
26.19,2.45107705e-07
26.20,2.44364589e-07
26.21,2.43699891e-07
26.22,2.43112225e-07
26.23,2.42600409e-07
26.24,2.42163455e-07
26.25,2.41800568e-07
26.26,2.41511136e-07
26.27,2.41294731e-07
26.28,2.41151104e-07
26.29,2.41080186e-07
26.30,2.41082083e-07
26.31,2.41157081e-07
26.32,2.41305643e-07
26.33,2.41528414e-07
26.34,2.41826224e-07
26.35,2.42200089e-07
26.36,2.42651219e-07
26.37,2.43181024e-07
26.38,2.43791119e-07
26.39,2.44483334e-07
26.40,2.45259722e-07
26.41,2.46122573e-07
26.42,2.47074422e-07
26.43,2.48118068e-07
26.44,2.49256583e-07
26.45,2.50493335e-07
26.46,2.51832006e-07
26.47,2.53276611e-07
26.48,2.54831526e-07
26.49,2.56501509e-07
26.50,2.58291737e-07
26.51,2.60207834e-07
26.52,2.62255906e-07
26.53,2.64442587e-07
26.54,2.66775082e-07
26.55,2.69261216e-07
26.56,2.71909490e-07
26.57,2.74729149e-07
26.58,2.77730246e-07
26.59,2.80923723e-07
26.60,2.84321499e-07
26.61,2.87936571e-07
26.62,2.91783121e-07
26.63,2.95876644e-07
26.64,3.00234088e-07
26.65,3.04874015e-07
26.66,3.09816781e-07
26.67,3.15084743e-07
26.68,3.20702487e-07
26.69,3.26697105e-07
26.70,3.33098490e-07
26.71,3.39939690e-07
26.72,3.47257310e-07
26.73,3.55091975e-07
26.74,3.63488863e-07
26.75,3.72498329e-07
26.76,3.82176622e-07
26.77,3.92586734e-07
26.78,4.03799380e-07
26.79,4.15894161e-07
26.80,4.28960932e-07
26.81,4.43101422e-07
26.82,4.58431159e-07
26.83,4.75081776e-07
26.84,4.93203774e-07
26.85,5.12969856e-07
26.86,5.34578967e-07
26.87,5.58261228e-07
26.88,5.84283972e-07
26.89,6.12959206e-07
26.90,6.44652860e-07
26.91,6.79796370e-07
26.92,7.18901257e-07
26.93,7.62577639e-07
26.94,8.11557937e-07
26.95,8.66727513e-07
26.96,9.29164631e-07
26.97,1.00019318e-06
26.98,1.08145297e-06
26.99,1.17499470e-06
27.00,1.28340999e-06
27.01,1.41001199e-06
27.02,1.55909058e-06
27.03,1.73627937e-06
27.04,1.94909424e-06
27.05,2.20774162e-06
27.06,2.52636259e-06
27.07,2.92500389e-06
27.08,3.43284458e-06
27.09,4.09368377e-06
27.10,4.97569910e-06
27.11,6.18974425e-06
27.12,7.92592863e-06
27.13,1.05327779e-05
27.14,1.47067109e-05
27.15,2.20101793e-05
27.16,3.65778731e-05
27.17,7.25685492e-05
27.18,2.08044133e-04
27.19,2.22130166e-03
27.20,1.38182021e-03
27.21,1.77876274e-04
27.22,6.61314554e-05
27.23,3.42687548e-05
27.24,2.09456034e-05
27.25,1.41379708e-05
27.26,1.01981358e-05
27.27,7.71517852e-06
27.28,6.05013939e-06
27.29,4.87950874e-06
27.30,4.02524345e-06
27.31,3.38278960e-06
27.32,2.88747285e-06
27.33,2.49754522e-06
27.34,2.18508109e-06
27.35,1.93082793e-06
27.36,1.72116364e-06
27.37,1.54623013e-06
27.38,1.39875086e-06
27.39,1.27326004e-06
27.40,1.16558761e-06
27.41,1.07250739e-06
27.42,9.91491769e-07
27.43,9.20537801e-07
27.44,8.58041683e-07
27.45,8.02706986e-07
27.46,7.53476574e-07
27.47,7.09481482e-07
27.48,6.70002111e-07
27.49,6.34438434e-07
27.50,6.02286926e-07
27.51,5.73122513e-07
27.52,5.46584352e-07
27.53,5.22364519e-07
27.54,5.00198965e-07
27.55,4.79860221e-07
27.56,4.61151476e-07
27.57,4.43901752e-07
27.58,4.27961937e-07
27.59,4.13201511e-07
27.60,3.99505836e-07
27.61,3.86773885e-07
27.62,3.74916353e-07
27.63,3.63854058e-07
27.64,3.53516596e-07
27.65,3.43841197e-07
27.66,3.34771755e-07
27.67,3.26257991e-07
27.68,3.18254749e-07
27.69,3.10721375e-07
27.70,3.03621192e-07
27.71,2.96921043e-07
27.72,2.90590890e-07
27.73,2.84603470e-07
27.74,2.78933992e-07
27.75,2.73559875e-07
27.76,2.68460512e-07
27.77,2.63617070e-07
27.78,2.59012307e-07
27.79,2.54630413e-07
27.80,2.50456874e-07
27.81,2.46478341e-07
27.82,2.42682522e-07
27.83,2.39058083e-07
27.84,2.35594561e-07
27.85,2.32282280e-07
27.86,2.29112288e-07
27.87,2.26076288e-07
27.88,2.23166581e-07
27.89,2.20376019e-07
27.90,2.17697955e-07
27.91,2.15126200e-07
27.92,2.12654991e-07
27.93,2.10278952e-07
27.94,2.07993063e-07
27.95,2.05792635e-07
27.96,2.03673282e-07
27.97,2.01630898e-07
27.98,1.99661636e-07
27.99,1.97761889e-07
28.00,1.95928271e-07
28.01,1.94157603e-07
28.02,1.92446896e-07
28.03,1.90793339e-07
28.04,1.89194284e-07
28.05,1.87647239e-07
28.06,1.86149852e-07
28.07,1.84699907e-07
28.08,1.83295310e-07
28.09,1.81934083e-07
28.10,1.80614356e-07
28.11,1.79334362e-07
28.12,1.78092426e-07
28.13,1.76886965e-07
28.14,1.75716475e-07
28.15,1.74579534e-07
28.16,1.73474790e-07
28.17,1.72400960e-07
28.18,1.71356828e-07
28.19,1.70341235e-07
28.20,1.69353083e-07
28.21,1.68391323e-07
28.22,1.67454960e-07
28.23,1.66543046e-07
28.24,1.65654678e-07
28.25,1.64788994e-07
28.26,1.63945173e-07
28.27,1.63122433e-07
28.28,1.62320025e-07
28.29,1.61537237e-07
28.30,1.60773386e-07
28.31,1.60027822e-07
28.32,1.59299921e-07
28.33,1.58589088e-07
28.34,1.57894754e-07
28.35,1.57216372e-07
28.36,1.56553421e-07
28.37,1.55905400e-07
28.38,1.55271830e-07
28.39,1.54652252e-07
28.40,1.54046225e-07
28.41,1.53453327e-07
28.42,1.52873151e-07
28.43,1.52305309e-07
28.44,1.51749427e-07
28.45,1.51205146e-07
28.46,1.50672121e-07
28.47,1.50150020e-07
28.48,1.49638524e-07
28.49,1.49137327e-07
28.50,1.48646133e-07
28.51,1.48164660e-07
28.52,1.47692633e-07
28.53,1.47229790e-07
28.54,1.46775876e-07
28.55,1.46330649e-07
28.56,1.45893872e-07
28.57,1.45465319e-07
28.58,1.45044770e-07
28.59,1.44632016e-07
28.60,1.44226852e-07
28.61,1.43829083e-07
28.62,1.43438518e-07
28.63,1.43054974e-07
28.64,1.42678276e-07
28.65,1.42308251e-07
28.66,1.41944736e-07
28.67,1.41587571e-07
28.68,1.41236602e-07
28.69,1.40891680e-07
28.70,1.40552661e-07
28.71,1.40219406e-07
28.72,1.39891780e-07
28.73,1.39569652e-07
28.74,1.39252897e-07
28.75,1.38941392e-07
28.76,1.38635019e-07
28.77,1.38333664e-07
28.78,1.38037215e-07
28.79,1.37745566e-07
28.80,1.37458611e-07
28.81,1.37176251e-07
28.82,1.36898387e-07
28.83,1.36624925e-07
28.84,1.36355773e-07
28.85,1.36090841e-07
28.86,1.35830043e-07
28.87,1.35573295e-07
28.88,1.35320515e-07
28.89,1.35071626e-07
28.90,1.34826549e-07
28.91,1.34585212e-07
28.92,1.34347540e-07
28.93,1.34113465e-07
28.94,1.33882918e-07
28.95,1.33655833e-07
28.96,1.33432145e-07
28.97,1.33211793e-07
28.98,1.32994715e-07
28.99,1.32780853e-07
29.00,1.32570149e-07
29.01,1.32362547e-07
29.02,1.32157994e-07
29.03,1.31956436e-07
29.04,1.31757823e-07
29.05,1.31562104e-07
29.06,1.31369231e-07
29.07,1.31179158e-07
29.08,1.30991838e-07
29.09,1.30807226e-07
29.10,1.30625280e-07
29.11,1.30445957e-07
29.12,1.30269216e-07
29.13,1.30095016e-07
29.14,1.29923320e-07
29.15,1.29754089e-07
29.16,1.29587286e-07
29.17,1.29422876e-07
29.18,1.29260823e-07
29.19,1.29101093e-07
29.20,1.28943653e-07
29.21,1.28788472e-07
29.22,1.28635517e-07
29.23,1.28484758e-07
29.24,1.28336165e-07
29.25,1.28189709e-07
29.26,1.28045362e-07
29.27,1.27903096e-07
29.28,1.27762884e-07
29.29,1.27624701e-07
29.30,1.27488520e-07
29.31,1.27354318e-07
29.32,1.27222069e-07
29.33,1.27091751e-07
29.34,1.26963339e-07
29.35,1.26836813e-07
29.36,1.26712150e-07
29.37,1.26589329e-07
29.38,1.26468330e-07
29.39,1.26349131e-07
29.40,1.26231715e-07
29.41,1.26116060e-07
29.42,1.26002150e-07
29.43,1.25889966e-07
29.44,1.25779490e-07
29.45,1.25670705e-07
29.46,1.25563594e-07
29.47,1.25458142e-07
29.48,1.25354331e-07
29.49,1.25252148e-07
29.50,1.25151576e-07
29.51,1.25052601e-07
29.52,1.24955210e-07
29.53,1.24859387e-07
29.54,1.24765120e-07
29.55,1.24672395e-07
29.56,1.24581201e-07
29.57,1.24491523e-07
29.58,1.24403351e-07
29.59,1.24316673e-07
29.60,1.24231477e-07
29.61,1.24147752e-07
29.62,1.24065488e-07
29.63,1.23984674e-07
29.64,1.23905299e-07
29.65,1.23827355e-07
29.66,1.23750832e-07
29.67,1.23675720e-07
29.68,1.23602010e-07
29.69,1.23529694e-07
29.70,1.23458764e-07
29.71,1.23389211e-07
29.72,1.23321027e-07
29.73,1.23254205e-07
29.74,1.23188737e-07
29.75,1.23124617e-07
29.76,1.23061837e-07
29.77,1.23000391e-07
29.78,1.22940272e-07
29.79,1.22881475e-07
29.80,1.22823993e-07
29.81,1.22767821e-07
29.82,1.22712954e-07
29.83,1.22659385e-07
29.84,1.22607110e-07
29.85,1.22556124e-07
29.86,1.22506424e-07
29.87,1.22458003e-07
29.88,1.22410858e-07
29.89,1.22364986e-07
29.90,1.22320382e-07
29.91,1.22277042e-07
29.92,1.22234964e-07
29.93,1.22194145e-07
29.94,1.22154580e-07
29.95,1.22116268e-07
29.96,1.22079206e-07
29.97,1.22043391e-07
29.98,1.22008822e-07
29.99,1.21975496e-07
30.00,1.21943411e-07
30.01,1.21912565e-07
30.02,1.21882958e-07
30.03,1.21854588e-07
30.04,1.21827454e-07
30.05,1.21801554e-07
30.06,1.21776889e-07
30.07,1.21753456e-07
30.08,1.21731257e-07
30.09,1.21710291e-07
30.10,1.21690557e-07
30.11,1.21672055e-07
30.12,1.21654787e-07
30.13,1.21638752e-07
30.14,1.21623951e-07
30.15,1.21610385e-07
30.16,1.21598054e-07
30.17,1.21586960e-07
30.18,1.21577104e-07
30.19,1.21568488e-07
30.20,1.21561113e-07
30.21,1.21554980e-07
30.22,1.21550092e-07
30.23,1.21546452e-07
30.24,1.21544060e-07
30.25,1.21542920e-07
30.26,1.21543034e-07
30.27,1.21544405e-07
30.28,1.21547036e-07
30.29,1.21550931e-07
30.30,1.21556091e-07
30.31,1.21562522e-07
30.32,1.21570226e-07
30.33,1.21579207e-07
30.34,1.21589470e-07
30.35,1.21601018e-07
30.36,1.21613856e-07
30.37,1.21627988e-07
30.38,1.21643419e-07
30.39,1.21660154e-07
30.40,1.21678197e-07
30.41,1.21697555e-07
30.42,1.21718232e-07
30.43,1.21740235e-07
30.44,1.21763568e-07
30.45,1.21788238e-07
30.46,1.21814251e-07
30.47,1.21841613e-07
30.48,1.21870332e-07
30.49,1.21900412e-07
30.50,1.21931862e-07
30.51,1.21964689e-07
30.52,1.21998900e-07
30.53,1.22034502e-07
30.54,1.22071503e-07
30.55,1.22109911e-07
30.56,1.22149735e-07
30.57,1.22190981e-07
30.58,1.22233660e-07
30.59,1.22277780e-07
30.60,1.22323350e-07
30.61,1.22370378e-07
30.62,1.22418875e-07
30.63,1.22468850e-07
30.64,1.22520313e-07
30.65,1.22573275e-07
30.66,1.22627744e-07
30.67,1.22683733e-07
30.68,1.22741252e-07
30.69,1.22800311e-07
30.70,1.22860923e-07
30.71,1.22923099e-07
30.72,1.22986850e-07
30.73,1.23052189e-07
30.74,1.23119129e-07
30.75,1.23187681e-07
30.76,1.23257859e-07
30.77,1.23329676e-07
30.78,1.23403145e-07
30.79,1.23478281e-07
30.80,1.23555097e-07
30.81,1.23633607e-07
30.82,1.23713827e-07
30.83,1.23795771e-07
30.84,1.23879454e-07
30.85,1.23964893e-07
30.86,1.24052102e-07
30.87,1.24141099e-07
30.88,1.24231899e-07
30.89,1.24324521e-07
30.90,1.24418980e-07
30.91,1.24515295e-07
30.92,1.24613484e-07
30.93,1.24713565e-07
30.94,1.24815557e-07
30.95,1.24919478e-07
30.96,1.25025349e-07
30.97,1.25133190e-07
30.98,1.25243020e-07
30.99,1.25354860e-07
31.00,1.25468733e-07
31.01,1.25584658e-07
31.02,1.25702658e-07
31.03,1.25822757e-07
31.04,1.25944976e-07
31.05,1.26069338e-07
31.06,1.26195869e-07
31.07,1.26324592e-07
31.08,1.26455533e-07
31.09,1.26588716e-07
31.10,1.26724167e-07
31.11,1.26861913e-07
31.12,1.27001981e-07
31.13,1.27144399e-07
31.14,1.27289194e-07
31.15,1.27436395e-07
31.16,1.27586032e-07
31.17,1.27738134e-07
31.18,1.27892731e-07
31.19,1.28049856e-07
31.20,1.28209540e-07
31.21,1.28371814e-07
31.22,1.28536713e-07
31.23,1.28704270e-07
31.24,1.28874520e-07
31.25,1.29047497e-07
31.26,1.29223238e-07
31.27,1.29401780e-07
31.28,1.29583160e-07
31.29,1.29767417e-07
31.30,1.29954589e-07
31.31,1.30144716e-07
31.32,1.30337840e-07
31.33,1.30534002e-07
31.34,1.30733245e-07
31.35,1.30935612e-07
31.36,1.31141148e-07
31.37,1.31349898e-07
31.38,1.31561909e-07
31.39,1.31777228e-07
31.40,1.31995904e-07
31.41,1.32217986e-07
31.42,1.32443525e-07
31.43,1.32672572e-07
31.44,1.32905181e-07
31.45,1.33141407e-07
31.46,1.33381303e-07
31.47,1.33624927e-07
31.48,1.33872337e-07
31.49,1.34123592e-07
31.50,1.34378752e-07
31.51,1.34637880e-07
31.52,1.34901039e-07
31.53,1.35168293e-07
31.54,1.35439710e-07
31.55,1.35715356e-07
31.56,1.35995302e-07
31.57,1.36279618e-07
31.58,1.36568378e-07
31.59,1.36861656e-07
31.60,1.37159527e-07
31.61,1.37462071e-07
31.62,1.37769368e-07
31.63,1.38081498e-07
31.64,1.38398547e-07
31.65,1.38720600e-07
31.66,1.39047744e-07
31.67,1.39380072e-07
31.68,1.39717674e-07
31.69,1.40060645e-07
31.70,1.40409083e-07
31.71,1.40763087e-07
31.72,1.41122759e-07
31.73,1.41488204e-07
31.74,1.41859529e-07
31.75,1.42236844e-07
31.76,1.42620262e-07
31.77,1.43009898e-07
31.78,1.43405872e-07
31.79,1.43808305e-07
31.80,1.44217322e-07
31.81,1.44633051e-07
31.82,1.45055624e-07
31.83,1.45485177e-07
31.84,1.45921848e-07
31.85,1.46365780e-07
31.86,1.46817118e-07
31.87,1.47276014e-07
31.88,1.47742622e-07
31.89,1.48217101e-07
31.90,1.48699613e-07
31.91,1.49190327e-07
31.92,1.49689414e-07
31.93,1.50197053e-07
31.94,1.50713424e-07
31.95,1.51238715e-07
31.96,1.51773120e-07
31.97,1.52316835e-07
31.98,1.52870066e-07
31.99,1.53433022e-07
32.00,1.54005918e-07
32.01,1.54588978e-07
32.02,1.55182430e-07
32.03,1.55786510e-07
32.04,1.56401461e-07
32.05,1.57027532e-07
32.06,1.57664982e-07
32.07,1.58314076e-07
32.08,1.58975088e-07
32.09,1.59648299e-07
32.10,1.60334001e-07
32.11,1.61032494e-07
32.12,1.61744087e-07
32.13,1.62469099e-07
32.14,1.63207860e-07
32.15,1.63960709e-07
32.16,1.64727998e-07
32.17,1.65510088e-07
32.18,1.66307355e-07
32.19,1.67120184e-07
32.20,1.67948975e-07
32.21,1.68794140e-07
32.22,1.69656106e-07
