Angle(deg),f(R)
21.37,8.18660726e+03
21.38,8.17014658e+03
21.39,8.15373861e+03
21.40,8.13738319e+03
21.41,8.12108020e+03
21.42,8.10482947e+03
21.43,8.08863086e+03
21.44,8.07248425e+03
21.45,8.05638947e+03
21.46,8.04034640e+03
21.47,8.02435489e+03
21.48,8.00841480e+03
21.49,7.99252601e+03
21.50,7.97668836e+03
21.51,7.96090172e+03
21.52,7.94516597e+03
21.53,7.92948097e+03
21.54,7.91384657e+03
21.55,7.89826267e+03
21.56,7.88272911e+03
21.57,7.86724578e+03
21.58,7.85181254e+03
21.59,7.83642927e+03
21.60,7.82109584e+03
21.61,7.80581213e+03
21.62,7.79057801e+03
21.63,7.77539335e+03
21.64,7.76025805e+03
21.65,7.74517197e+03
21.66,7.73013499e+03
21.67,7.71514700e+03
21.68,7.70020788e+03
21.69,7.68531751e+03
21.70,7.67047578e+03
21.71,7.65568257e+03
21.72,7.64093777e+03
21.73,7.62624126e+03
21.74,7.61159293e+03
21.75,7.59699268e+03
21.76,7.58244039e+03
21.77,7.56793596e+03
21.78,7.55347928e+03
21.79,7.53907024e+03
21.80,7.52470874e+03
21.81,7.51039467e+03
21.82,7.49612794e+03
21.83,7.48190844e+03
21.84,7.46773606e+03
21.85,7.45361072e+03
21.86,7.43953232e+03
21.87,7.42550075e+03
21.88,7.41151592e+03
21.89,7.39757774e+03
21.90,7.38368611e+03
21.91,7.36984095e+03
21.92,7.35604216e+03
21.93,7.34228965e+03
21.94,7.32858333e+03
21.95,7.31492312e+03
21.96,7.30130893e+03
21.97,7.28774068e+03
21.98,7.27421828e+03
21.99,7.26074165e+03
22.00,7.24731072e+03
22.01,7.23392540e+03
22.02,7.22058561e+03
22.03,7.20729127e+03
22.04,7.19404232e+03
22.05,7.18083868e+03
22.06,7.16768027e+03
22.07,7.15456702e+03
22.08,7.14149887e+03
22.09,7.12847574e+03
22.10,7.11549758e+03
22.11,7.10256430e+03
22.12,7.08967585e+03
22.13,7.07683217e+03
22.14,7.06403320e+03
22.15,7.05127887e+03
22.16,7.03856912e+03
22.17,7.02590391e+03
22.18,7.01328317e+03
22.19,7.00070685e+03
22.20,6.98817490e+03
22.21,6.97568726e+03
22.22,6.96324390e+03
22.23,6.95084476e+03
22.24,6.93848980e+03
22.25,6.92617897e+03
22.26,6.91391223e+03
22.27,6.90168954e+03
22.28,6.88951086e+03
22.29,6.87737616e+03
22.30,6.86528539e+03
22.31,6.85323853e+03
22.32,6.84123555e+03
22.33,6.82927641e+03
22.34,6.81736108e+03
22.35,6.80548955e+03
22.36,6.79366178e+03
22.37,6.78187775e+03
22.38,6.77013745e+03
22.39,6.75844085e+03
22.40,6.74678794e+03
22.41,6.73517871e+03
22.42,6.72361314e+03
22.43,6.71209122e+03
22.44,6.70061295e+03
22.45,6.68917832e+03
22.46,6.67778732e+03
22.47,6.66643996e+03
22.48,6.65513623e+03
22.49,6.64387615e+03
22.50,6.63265971e+03
22.51,6.62148692e+03
22.52,6.61035780e+03
22.53,6.59927236e+03
22.54,6.58823061e+03
22.55,6.57723257e+03
22.56,6.56627827e+03
22.57,6.55536772e+03
22.58,6.54450095e+03
22.59,6.53367799e+03
22.60,6.52289888e+03
22.61,6.51216364e+03
22.62,6.50147232e+03
22.63,6.49082495e+03
22.64,6.48022158e+03
22.65,6.46966226e+03
22.66,6.45914702e+03
22.67,6.44867594e+03
22.68,6.43824906e+03
22.69,6.42786644e+03
22.70,6.41752814e+03
22.71,6.40723423e+03
22.72,6.39698478e+03
22.73,6.38677986e+03
22.74,6.37661955e+03
22.75,6.36650393e+03
22.76,6.35643308e+03
22.77,6.34640708e+03
22.78,6.33642604e+03
22.79,6.32649005e+03
22.80,6.31659919e+03
22.81,6.30675359e+03
22.82,6.29695335e+03
22.83,6.28719857e+03
22.84,6.27748938e+03
22.85,6.26782589e+03
22.86,6.25820823e+03
22.87,6.24863654e+03
22.88,6.23911094e+03
22.89,6.22963158e+03
22.90,6.22019860e+03
22.91,6.21081215e+03
22.92,6.20147239e+03
22.93,6.19217947e+03
22.94,6.18293356e+03
22.95,6.17373484e+03
22.96,6.16458348e+03
22.97,6.15547966e+03
22.98,6.14642357e+03
22.99,6.13741541e+03
23.00,6.12845538e+03
23.01,6.11954368e+03
23.02,6.11068053e+03
23.03,6.10186615e+03
23.04,6.09310077e+03
23.05,6.08438461e+03
23.06,6.07571793e+03
23.07,6.06710097e+03
23.08,6.05853399e+03
23.09,6.05001725e+03
23.10,6.04155103e+03
23.11,6.03313560e+03
23.12,6.02477125e+03
23.13,6.01645828e+03
23.14,6.00819699e+03
23.15,5.99998770e+03
23.16,5.99183073e+03
23.17,5.98372642e+03
23.18,5.97567510e+03
23.19,5.96767713e+03
23.20,5.95973287e+03
23.21,5.95184270e+03
23.22,5.94400700e+03
23.23,5.93622615e+03
23.24,5.92850058e+03
23.25,5.92083069e+03
23.26,5.91321691e+03
23.27,5.90565969e+03
23.28,5.89815948e+03
23.29,5.89071674e+03
23.30,5.88333195e+03
23.31,5.87600562e+03
23.32,5.86873824e+03
23.33,5.86153034e+03
23.34,5.85438245e+03
23.35,5.84729512e+03
23.36,5.84026893e+03
23.37,5.83330445e+03
23.38,5.82640229e+03
23.39,5.81956306e+03
23.40,5.81278739e+03
23.41,5.80607595e+03
23.42,5.79942939e+03
23.43,5.79284841e+03
23.44,5.78633372e+03
23.45,5.77988605e+03
23.46,5.77350614e+03
23.47,5.76719478e+03
23.48,5.76095276e+03
23.49,5.75478089e+03
23.50,5.74868001e+03
23.51,5.74265099e+03
23.52,5.73669473e+03
23.53,5.73081213e+03
23.54,5.72500414e+03
23.55,5.71927173e+03
23.56,5.71361590e+03
23.57,5.70803768e+03
23.58,5.70253812e+03
23.59,5.69711833e+03
23.60,5.69177941e+03
23.61,5.68652253e+03
23.62,5.68134888e+03
23.63,5.67625968e+03
23.64,5.67125619e+03
23.65,5.66633973e+03
23.66,5.66151162e+03
23.67,5.65677326e+03
23.68,5.65212606e+03
23.69,5.64757149e+03
23.70,5.64311108e+03
23.71,5.63874637e+03
23.72,5.63447898e+03
23.73,5.63031056e+03
23.74,5.62624284e+03
23.75,5.62227756e+03
23.76,5.61841656e+03
23.77,5.61466172e+03
23.78,5.61101497e+03
23.79,5.60747832e+03
23.80,5.60405384e+03
23.81,5.60074365e+03
23.82,5.59754997e+03
23.83,5.59447507e+03
23.84,5.59152130e+03
23.85,5.58869109e+03
23.86,5.58598696e+03
23.87,5.58341150e+03
23.88,5.58096740e+03
23.89,5.57865743e+03
23.90,5.57648446e+03
23.91,5.57445145e+03
23.92,5.57256149e+03
23.93,5.57081776e+03
23.94,5.56922353e+03
23.95,5.56778222e+03
23.96,5.56649735e+03
23.97,5.56537259e+03
23.98,5.56441171e+03
23.99,5.56361863e+03
24.00,5.56299743e+03
24.01,5.56255230e+03
24.02,5.56228764e+03
24.03,5.56220796e+03
24.04,5.56231797e+03
24.05,5.56262254e+03
24.06,5.56312675e+03
24.07,5.56383585e+03
24.08,5.56475531e+03
24.09,5.56589078e+03
24.10,5.56724818e+03
24.11,5.56883363e+03
24.12,5.57065349e+03
24.13,5.57271440e+03
24.14,5.57502324e+03
24.15,5.57758720e+03
24.16,5.58041372e+03
24.17,5.58351060e+03
24.18,5.58688592e+03
24.19,5.59054813e+03
24.20,5.59450601e+03
24.21,5.59876874e+03
24.22,5.60334589e+03
24.23,5.60824742e+03
24.24,5.61348376e+03
24.25,5.61906578e+03
24.26,5.62500484e+03
24.27,5.63131280e+03
24.28,5.63800207e+03
24.29,5.64508563e+03
24.30,5.65257704e+03
24.31,5.66049050e+03
24.32,5.66884090e+03
24.33,5.67764379e+03
24.34,5.68691551e+03
24.35,5.69667315e+03
24.36,5.70693467e+03
24.37,5.71771889e+03
24.38,5.72904558e+03
24.39,5.74093549e+03
24.40,5.75341043e+03
24.41,5.76649334e+03
24.42,5.78020833e+03
24.43,5.79458077e+03
24.44,5.80963741e+03
24.45,5.82540637e+03
24.46,5.84191735e+03
24.47,5.85920163e+03
24.48,5.87729223e+03
24.49,5.89622403e+03
24.50,5.91603385e+03
24.51,5.93676063e+03
24.52,5.95844558e+03
24.53,5.98113228e+03
24.54,6.00486692e+03
24.55,6.02969843e+03
24.56,6.05567872e+03
24.57,6.08286289e+03
24.58,6.11130945e+03
24.59,6.14108058e+03
24.60,6.17224243e+03
24.61,6.20486543e+03
24.62,6.23902459e+03
24.63,6.27479989e+03
24.64,6.31227670e+03
24.65,6.35154616e+03
24.66,6.39270572e+03
24.67,6.43585963e+03
24.68,6.48111954e+03
24.69,6.52860513e+03
24.70,6.57844481e+03
24.71,6.63077651e+03
24.72,6.68574852e+03
24.73,6.74352044e+03
24.74,6.80426427e+03
24.75,6.86816551e+03
24.76,6.93542454e+03
24.77,7.00625801e+03
24.78,7.08090047e+03
24.79,7.15960617e+03
24.80,7.24265112e+03
24.81,7.33033531e+03
24.82,7.42298527e+03
24.83,7.52095695e+03
24.84,7.62463896e+03
24.85,7.73445622e+03
24.86,7.85087411e+03
24.87,7.97440321e+03
24.88,8.10560463e+03
24.89,8.24509615e+03
24.90,8.39355924e+03
24.91,8.55174710e+03
24.92,8.72049388e+03
24.93,8.90072543e+03
24.94,9.09347156e+03
24.95,9.29988047e+03
24.96,9.52123537e+03
24.97,9.75897408e+03
24.98,1.00147118e+04
24.99,1.02902683e+04
25.00,1.05876995e+04
25.01,1.09093351e+04
25.02,1.12578243e+04
25.03,1.16361889e+04
25.04,1.20478884e+04
25.05,1.24968987e+04
25.06,1.29878066e+04
25.07,1.35259267e+04
25.08,1.41174441e+04
25.09,1.47695916e+04
25.10,1.54908694e+04
25.11,1.62913221e+04
25.12,1.71828872e+04
25.13,1.81798401e+04
25.14,1.92993663e+04
25.15,2.05623020e+04
25.16,2.19941072e+04
25.17,2.36261526e+04
25.18,2.54974459e+04
25.19,2.76569770e+04
25.20,3.01669462e+04
25.21,3.31072814e+04
25.22,3.65820641e+04
25.23,4.07288479e+04
25.24,4.57324549e+04
25.25,5.18458949e+04
25.26,5.94229362e+04
25.27,6.89703844e+04
25.28,8.12349753e+04
25.29,9.73537798e+04
25.30,1.19127298e+05
25.31,1.49544518e+05
25.32,1.93865374e+05
25.33,2.62055765e+05
25.34,3.74917709e+05
25.35,5.82050259e+05
25.36,1.02730299e+06
25.37,2.28711216e+06
25.38,8.90824597e+06
25.39,1.38062230e+10
25.40,9.89453151e+06
25.41,2.41301829e+06
25.42,1.06595209e+06
25.43,5.99147347e+05
25.44,3.84189191e+05
25.45,2.67783987e+05
25.46,1.97739528e+05
25.47,1.52343379e+05
25.48,1.21252446e+05
25.49,9.90305793e+04
25.50,8.25985849e+04
25.51,7.01063257e+04
25.52,6.03877705e+04
25.53,5.26784470e+04
25.54,4.64602329e+04
25.55,4.13718832e+04
25.56,3.71552963e+04
25.57,3.36220897e+04
25.58,3.06321623e+04
25.59,2.80795708e+04
25.60,2.58830025e+04
25.61,2.39792089e+04
25.62,2.23183961e+04
25.63,2.08609298e+04
25.64,1.95749462e+04
25.65,1.84345927e+04
25.66,1.74187168e+04
25.67,1.65098767e+04
25.68,1.56935866e+04
25.69,1.49577359e+04
25.70,1.42921361e+04
25.71,1.36881666e+04
25.72,1.31384936e+04
25.73,1.26368467e+04
25.74,1.21778388e+04
25.75,1.17568215e+04
25.76,1.13697664e+04
25.77,1.10131689e+04
25.78,1.06839684e+04
25.79,1.03794829e+04
25.80,1.00973539e+04
25.81,9.83550126e+03
25.82,9.59208430e+03
25.83,9.36546996e+03
25.84,9.15420527e+03
25.85,8.95699425e+03
25.86,8.77267802e+03
25.87,8.60021798e+03
25.88,8.43868119e+03
25.89,8.28722792e+03
25.90,8.14510080e+03
25.91,8.01161545e+03
25.92,7.88615237e+03
25.93,7.76814981e+03
25.94,7.65709758e+03
25.95,7.55253166e+03
25.96,7.45402938e+03
25.97,7.36120528e+03
25.98,7.27370737e+03
25.99,7.19121391e+03
26.00,7.11343048e+03
26.01,7.04008744e+03
26.02,6.97093766e+03
26.03,6.90575447e+03
26.04,6.84432988e+03
26.05,6.78647292e+03
26.06,6.73200829e+03
26.07,6.68077496e+03
26.08,6.63262512e+03
26.09,6.58742307e+03
26.10,6.54504433e+03
26.11,6.50537481e+03
26.12,6.46831002e+03
26.13,6.43375447e+03
26.14,6.40162102e+03
26.15,6.37183035e+03
26.16,6.34431048e+03
26.17,6.31899633e+03
26.18,6.29582937e+03
26.19,6.27475724e+03
26.20,6.25573347e+03
26.21,6.23871720e+03
26.22,6.22367296e+03
26.23,6.21057047e+03
26.24,6.19938446e+03
26.25,6.19009454e+03
26.26,6.18268508e+03
26.27,6.17714511e+03
26.28,6.17346827e+03
26.29,6.17165276e+03
26.30,6.17170133e+03
26.31,6.17362126e+03
26.32,6.17742445e+03
26.33,6.18312740e+03
26.34,6.19075133e+03
26.35,6.20032227e+03
26.36,6.21187121e+03
26.37,6.22543422e+03
26.38,6.24105265e+03
26.39,6.25877335e+03
26.40,6.27864888e+03
26.41,6.30073787e+03
26.42,6.32510521e+03
26.43,6.35182253e+03
26.44,6.38096852e+03
26.45,6.41262938e+03
26.46,6.44689935e+03
26.47,6.48388125e+03
26.48,6.52368705e+03
26.49,6.56643863e+03
26.50,6.61226848e+03
26.51,6.66132054e+03
26.52,6.71375119e+03
26.53,6.76973023e+03
26.54,6.82944210e+03
26.55,6.89308712e+03
26.56,6.96088295e+03
26.57,7.03306622e+03
26.58,7.10989429e+03
26.59,7.19164730e+03
26.60,7.27863038e+03
26.61,7.37117622e+03
26.62,7.46964789e+03
26.63,7.57444207e+03
26.64,7.68599264e+03
26.65,7.80477478e+03
26.66,7.93130960e+03
26.67,8.06616941e+03
26.68,8.20998368e+03
26.69,8.36344589e+03
26.70,8.52732133e+03
26.71,8.70245605e+03
26.72,8.88978714e+03
26.73,9.09035456e+03
26.74,9.30531490e+03
26.75,9.53595722e+03
26.76,9.78372153e+03
26.77,1.00502204e+04
26.78,1.03372641e+04
26.79,1.06468905e+04
26.80,1.09813999e+04
26.81,1.13433964e+04
26.82,1.17358377e+04
26.83,1.21620935e+04
26.84,1.26260166e+04
26.85,1.31320283e+04
26.86,1.36852216e+04
26.87,1.42914874e+04
26.88,1.49576697e+04
26.89,1.56917557e+04
26.90,1.65031132e+04
26.91,1.74027871e+04
26.92,1.84038722e+04
26.93,1.95219876e+04
26.94,2.07758832e+04
26.95,2.21882243e+04
26.96,2.37866146e+04
26.97,2.56049454e+04
26.98,2.76851960e+04
26.99,3.00798644e+04
27.00,3.28552957e+04
27.01,3.60963068e+04
27.02,3.99127188e+04
27.03,4.44487518e+04
27.04,4.98968126e+04
27.05,5.65181854e+04
27.06,6.46748824e+04
27.07,7.48800996e+04
27.08,8.78808213e+04
27.09,1.04798305e+05
27.10,1.27377897e+05
27.11,1.58457453e+05
27.12,2.02903773e+05
27.13,2.69639114e+05
27.14,3.76491798e+05
27.15,5.63460589e+05
27.16,9.36393551e+05
27.17,1.85775486e+06
27.18,5.32592980e+06
27.19,5.68653226e+07
27.20,3.53745973e+07
27.21,4.55363262e+06
27.22,1.69296526e+06
27.23,8.77280123e+05
27.24,5.36207447e+05
27.25,3.61932053e+05
27.26,2.61072276e+05
27.27,1.97508570e+05
27.28,1.54883568e+05
27.29,1.24915424e+05
27.30,1.03046232e+05
27.31,8.65994137e+04
27.32,7.39193048e+04
27.33,6.39371576e+04
27.34,5.59380759e+04
27.35,4.94291951e+04
27.36,4.40617891e+04
27.37,3.95834914e+04
27.38,3.58080221e+04
27.39,3.25954570e+04
27.40,2.98390429e+04
27.41,2.74561891e+04
27.42,2.53821893e+04
27.43,2.35657677e+04
27.44,2.19658671e+04
27.45,2.05492988e+04
27.46,1.92890003e+04
27.47,1.81627259e+04
27.48,1.71520540e+04
27.49,1.62416239e+04
27.50,1.54185453e+04
27.51,1.46719363e+04
27.52,1.39925594e+04
27.53,1.33725317e+04
27.54,1.28050935e+04
27.55,1.22844217e+04
27.56,1.18054778e+04
27.57,1.13638848e+04
27.58,1.09558256e+04
27.59,1.05779587e+04
27.60,1.02273494e+04
27.61,9.90141147e+03
27.62,9.59785865e+03
27.63,9.31466389e+03
27.64,9.05002486e+03
27.65,8.80233466e+03
27.66,8.57015692e+03
27.67,8.35220457e+03
27.68,8.14732157e+03
27.69,7.95446719e+03
27.70,7.77270252e+03
27.71,7.60117871e+03
27.72,7.43912678e+03
27.73,7.28584882e+03
27.74,7.14071019e+03
27.75,7.00313279e+03
27.76,6.87258911e+03
27.77,6.74859699e+03
27.78,6.63071505e+03
27.79,6.51853858e+03
27.80,6.41169598e+03
27.81,6.30984553e+03
27.82,6.21267257e+03
27.83,6.11988693e+03
27.84,6.03122075e+03
27.85,5.94642637e+03
27.86,5.86527458e+03
27.87,5.78755297e+03
27.88,5.71306448e+03
27.89,5.64162610e+03
27.90,5.57306764e+03
27.91,5.50723072e+03
27.92,5.44396777e+03
27.93,5.38314117e+03
27.94,5.32462242e+03
27.95,5.26829147e+03
27.96,5.21403603e+03
27.97,5.16175100e+03
27.98,5.11133789e+03
27.99,5.06270436e+03
28.00,5.01576374e+03
28.01,4.97043464e+03
28.02,4.92664054e+03
28.03,4.88430947e+03
28.04,4.84337367e+03
28.05,4.80376931e+03
28.06,4.76543622e+03
28.07,4.72831763e+03
28.08,4.69235993e+03
28.09,4.65751251e+03
28.10,4.62372751e+03
28.11,4.59095966e+03
28.12,4.55916611e+03
28.13,4.52830630e+03
28.14,4.49834177e+03
28.15,4.46923607e+03
28.16,4.44095462e+03
28.17,4.41346458e+03
28.18,4.38673480e+03
28.19,4.36073563e+03
28.20,4.33543891e+03
28.21,4.31081786e+03
28.22,4.28684698e+03
28.23,4.26350198e+03
28.24,4.24075975e+03
28.25,4.21859823e+03
28.26,4.19699643e+03
28.27,4.17593427e+03
28.28,4.15539264e+03
28.29,4.13535326e+03
28.30,4.11579869e+03
28.31,4.09671224e+03
28.32,4.07807798e+03
28.33,4.05988066e+03
28.34,4.04210569e+03
28.35,4.02473912e+03
28.36,4.00776757e+03
28.37,3.99117824e+03
28.38,3.97495885e+03
28.39,3.95909765e+03
28.40,3.94358336e+03
28.41,3.92840516e+03
28.42,3.91355267e+03
28.43,3.89901592e+03
28.44,3.88478534e+03
28.45,3.87085174e+03
28.46,3.85720629e+03
28.47,3.84384050e+03
28.48,3.83074621e+03
28.49,3.81791556e+03
28.50,3.80534101e+03
28.51,3.79301529e+03
28.52,3.78093141e+03
28.53,3.76908262e+03
28.54,3.75746244e+03
28.55,3.74606461e+03
28.56,3.73488312e+03
28.57,3.72391216e+03
28.58,3.71314612e+03
28.59,3.70257961e+03
28.60,3.69220742e+03
28.61,3.68202452e+03
28.62,3.67202605e+03
28.63,3.66220734e+03
28.64,3.65256386e+03
28.65,3.64309124e+03
28.66,3.63378525e+03
28.67,3.62464183e+03
28.68,3.61565702e+03
28.69,3.60682701e+03
28.70,3.59814812e+03
28.71,3.58961679e+03
28.72,3.58122956e+03
28.73,3.57298309e+03
28.74,3.56487415e+03
28.75,3.55689963e+03
28.76,3.54905648e+03
28.77,3.54134179e+03
28.78,3.53375271e+03
28.79,3.52628648e+03
28.80,3.51894045e+03
28.81,3.51171203e+03
28.82,3.50459872e+03
28.83,3.49759809e+03
28.84,3.49070778e+03
28.85,3.48392552e+03
28.86,3.47724909e+03
28.87,3.47067634e+03
28.88,3.46420519e+03
28.89,3.45783362e+03
28.90,3.45155966e+03
28.91,3.44538142e+03
28.92,3.43929703e+03
28.93,3.43330470e+03
28.94,3.42740270e+03
28.95,3.42158932e+03
28.96,3.41586292e+03
28.97,3.41022190e+03
28.98,3.40466471e+03
28.99,3.39918983e+03
29.00,3.39379581e+03
29.01,3.38848120e+03
29.02,3.38324464e+03
29.03,3.37808476e+03
29.04,3.37300026e+03
29.05,3.36798986e+03
29.06,3.36305233e+03
29.07,3.35818645e+03
29.08,3.35339105e+03
29.09,3.34866500e+03
29.10,3.34400717e+03
29.11,3.33941650e+03
29.12,3.33489192e+03
29.13,3.33043242e+03
29.14,3.32603699e+03
29.15,3.32170468e+03
29.16,3.31743452e+03
29.17,3.31322562e+03
29.18,3.30907706e+03
29.19,3.30498798e+03
29.20,3.30095753e+03
29.21,3.29698488e+03
29.22,3.29306923e+03
29.23,3.28920980e+03
29.24,3.28540582e+03
29.25,3.28165655e+03
29.26,3.27796126e+03
29.27,3.27431925e+03
29.28,3.27072984e+03
29.29,3.26719234e+03
29.30,3.26370612e+03
29.31,3.26027054e+03
29.32,3.25688497e+03
29.33,3.25354881e+03
29.34,3.25026149e+03
29.35,3.24702242e+03
29.36,3.24383104e+03
29.37,3.24068683e+03
29.38,3.23758924e+03
29.39,3.23453776e+03
29.40,3.23153189e+03
29.41,3.22857115e+03
29.42,3.22565505e+03
29.43,3.22278313e+03
29.44,3.21995494e+03
29.45,3.21717005e+03
29.46,3.21442801e+03
29.47,3.21172843e+03
29.48,3.20907088e+03
29.49,3.20645498e+03
29.50,3.20388034e+03
29.51,3.20134659e+03
29.52,3.19885336e+03
29.53,3.19640030e+03
29.54,3.19398707e+03
29.55,3.19161332e+03
29.56,3.18927873e+03
29.57,3.18698299e+03
29.58,3.18472579e+03
29.59,3.18250683e+03
29.60,3.18032581e+03
29.61,3.17818245e+03
29.62,3.17607649e+03
29.63,3.17400764e+03
29.64,3.17197566e+03
29.65,3.16998029e+03
29.66,3.16802129e+03
29.67,3.16609842e+03
29.68,3.16421146e+03
29.69,3.16236017e+03
29.70,3.16054435e+03
29.71,3.15876379e+03
29.72,3.15701829e+03
29.73,3.15530764e+03
29.74,3.15363167e+03
29.75,3.15199019e+03
29.76,3.15038303e+03
29.77,3.14881001e+03
29.78,3.14727097e+03
29.79,3.14576577e+03
29.80,3.14429423e+03
29.81,3.14285623e+03
29.82,3.14145161e+03
29.83,3.14008025e+03
29.84,3.13874202e+03
29.85,3.13743679e+03
29.86,3.13616444e+03
29.87,3.13492487e+03
29.88,3.13371797e+03
29.89,3.13254364e+03
29.90,3.13140177e+03
29.91,3.13029228e+03
29.92,3.12921509e+03
29.93,3.12817010e+03
29.94,3.12715725e+03
29.95,3.12617646e+03
29.96,3.12522767e+03
29.97,3.12431081e+03
29.98,3.12342584e+03
29.99,3.12257269e+03
30.00,3.12175131e+03
30.01,3.12096168e+03
30.02,3.12020374e+03
30.03,3.11947746e+03
30.04,3.11878282e+03
30.05,3.11811979e+03
30.06,3.11748835e+03
30.07,3.11688848e+03
30.08,3.11632018e+03
30.09,3.11578344e+03
30.10,3.11527825e+03
30.11,3.11480462e+03
30.12,3.11436255e+03
30.13,3.11395205e+03
30.14,3.11357314e+03
30.15,3.11322585e+03
30.16,3.11291018e+03
30.17,3.11262618e+03
30.18,3.11237387e+03
30.19,3.11215329e+03
30.20,3.11196448e+03
30.21,3.11180749e+03
30.22,3.11168237e+03
30.23,3.11158916e+03
30.24,3.11152793e+03
30.25,3.11149875e+03
30.26,3.11150167e+03
30.27,3.11153678e+03
30.28,3.11160413e+03
30.29,3.11170383e+03
30.30,3.11183594e+03
30.31,3.11200056e+03
30.32,3.11219778e+03
30.33,3.11242770e+03
30.34,3.11269043e+03
30.35,3.11298606e+03
30.36,3.11331470e+03
30.37,3.11367648e+03
30.38,3.11407152e+03
30.39,3.11449993e+03
30.40,3.11496185e+03
30.41,3.11545741e+03
30.42,3.11598675e+03
30.43,3.11655001e+03
30.44,3.11714734e+03
30.45,3.11777889e+03
30.46,3.11844483e+03
30.47,3.11914530e+03
30.48,3.11988049e+03
30.49,3.12065055e+03
30.50,3.12145568e+03
30.51,3.12229604e+03
30.52,3.12317184e+03
30.53,3.12408325e+03
30.54,3.12503048e+03
30.55,3.12601373e+03
30.56,3.12703321e+03
30.57,3.12808913e+03
30.58,3.12918171e+03
30.59,3.13031117e+03
30.60,3.13147775e+03
30.61,3.13268168e+03
30.62,3.13392321e+03
30.63,3.13520257e+03
30.64,3.13652002e+03
30.65,3.13787583e+03
30.66,3.13927025e+03
30.67,3.14070356e+03
30.68,3.14217604e+03
30.69,3.14368796e+03
30.70,3.14523963e+03
30.71,3.14683132e+03
30.72,3.14846336e+03
30.73,3.15013604e+03
30.74,3.15184969e+03
30.75,3.15360463e+03
30.76,3.15540119e+03
30.77,3.15723971e+03
30.78,3.15912052e+03
30.79,3.16104399e+03
30.80,3.16301048e+03
30.81,3.16502035e+03
30.82,3.16707397e+03
30.83,3.16917173e+03
30.84,3.17131403e+03
30.85,3.17350125e+03
30.86,3.17573381e+03
30.87,3.17801213e+03
30.88,3.18033662e+03
30.89,3.18270773e+03
30.90,3.18512589e+03
30.91,3.18759156e+03
30.92,3.19010519e+03
30.93,3.19266726e+03
30.94,3.19527825e+03
30.95,3.19793864e+03
30.96,3.20064894e+03
30.97,3.20340966e+03
30.98,3.20622131e+03
30.99,3.20908443e+03
31.00,3.21199955e+03
31.01,3.21496724e+03
31.02,3.21798806e+03
31.03,3.22106257e+03
31.04,3.22419137e+03
31.05,3.22737506e+03
31.06,3.23061425e+03
31.07,3.23390957e+03
31.08,3.23726164e+03
31.09,3.24067112e+03
31.10,3.24413867e+03
31.11,3.24766498e+03
31.12,3.25125072e+03
31.13,3.25489661e+03
31.14,3.25860336e+03
31.15,3.26237171e+03
31.16,3.26620241e+03
31.17,3.27009622e+03
31.18,3.27405393e+03
31.19,3.27807632e+03
31.20,3.28216422e+03
31.21,3.28631845e+03
31.22,3.29053986e+03
31.23,3.29482931e+03
31.24,3.29918770e+03
31.25,3.30361593e+03
31.26,3.30811490e+03
31.27,3.31268557e+03
31.28,3.31732890e+03
31.29,3.32204586e+03
31.30,3.32683747e+03
31.31,3.33170473e+03
31.32,3.33664871e+03
31.33,3.34167046e+03
31.34,3.34677107e+03
31.35,3.35195167e+03
31.36,3.35721339e+03
31.37,3.36255740e+03
31.38,3.36798488e+03
31.39,3.37349704e+03
31.40,3.37909514e+03
31.41,3.38478044e+03
31.42,3.39055423e+03
31.43,3.39641785e+03
31.44,3.40237264e+03
31.45,3.40842001e+03
31.46,3.41456135e+03
31.47,3.42079813e+03
31.48,3.42713183e+03
31.49,3.43356395e+03
31.50,3.44009605e+03
31.51,3.44672973e+03
31.52,3.45346659e+03
31.53,3.46030830e+03
31.54,3.46725656e+03
31.55,3.47431311e+03
31.56,3.48147973e+03
31.57,3.48875823e+03
31.58,3.49615047e+03
31.59,3.50365838e+03
31.60,3.51128390e+03
31.61,3.51902903e+03
31.62,3.52689581e+03
31.63,3.53488636e+03
31.64,3.54300280e+03
31.65,3.55124735e+03
31.66,3.55962226e+03
31.67,3.56812983e+03
31.68,3.57677244e+03
31.69,3.58555251e+03
31.70,3.59447252e+03
31.71,3.60353503e+03
31.72,3.61274264e+03
31.73,3.62209803e+03
31.74,3.63160395e+03
31.75,3.64126321e+03
31.76,3.65107871e+03
31.77,3.66105340e+03
31.78,3.67119032e+03
31.79,3.68149260e+03
31.80,3.69196343e+03
31.81,3.70260610e+03
31.82,3.71342399e+03
31.83,3.72442054e+03
31.84,3.73559931e+03
31.85,3.74696396e+03
31.86,3.75851823e+03
31.87,3.77026597e+03
31.88,3.78221113e+03
31.89,3.79435778e+03
31.90,3.80671010e+03
31.91,3.81927237e+03
31.92,3.83204901e+03
31.93,3.84504455e+03
31.94,3.85826365e+03
31.95,3.87171111e+03
31.96,3.88539186e+03
31.97,3.89931098e+03
31.98,3.91347369e+03
31.99,3.92788535e+03
32.00,3.94255150e+03
32.01,3.95747783e+03
32.02,3.97267021e+03
32.03,3.98813465e+03
32.04,4.00387739e+03
32.05,4.01990482e+03
32.06,4.03622354e+03
32.07,4.05284034e+03
32.08,4.06976224e+03
32.09,4.08699645e+03
32.10,4.10455043e+03
32.11,4.12243184e+03
32.12,4.14064862e+03
