Angle(deg),f(R)
10.75,1.05760415e+04
10.76,1.07275998e+04
10.77,1.08893699e+04
10.78,1.10620348e+04
10.79,1.12463523e+04
10.80,1.14431628e+04
10.81,1.16533986e+04
10.82,1.18780943e+04
10.83,1.21183991e+04
10.84,1.23755909e+04
10.85,1.26510929e+04
10.86,1.29464927e+04
10.87,1.32635641e+04
10.88,1.36042937e+04
10.89,1.39709105e+04
10.90,1.43659223e+04
10.91,1.47921570e+04
10.92,1.52528125e+04
10.93,1.57515160e+04
10.94,1.62923935e+04
10.95,1.68801547e+04
10.96,1.75201937e+04
10.97,1.82187117e+04
10.98,1.89828656e+04
10.99,1.98209499e+04
11.00,2.07426202e+04
11.01,2.17591700e+04
11.02,2.28838749e+04
11.03,2.41324248e+04
11.04,2.55234706e+04
11.05,2.70793197e+04
11.06,2.88268314e+04
11.07,3.07985780e+04
11.08,3.30343670e+04
11.09,3.55832586e+04
11.10,3.85062713e+04
11.11,4.18800579e+04
11.12,4.58019697e+04
11.13,5.03971450e+04
11.14,5.58285984e+04
11.15,6.23118594e+04
11.16,7.01366624e+04
11.17,7.96998558e+04
11.18,9.15566887e+04
11.19,1.06503212e+05
11.20,1.25713395e+05
11.21,1.50976796e+05
11.22,1.85130816e+05
11.23,2.32893425e+05
11.24,3.02584185e+05
11.25,4.10008019e+05
11.26,5.88273625e+05
11.27,9.16728789e+05
11.28,1.62733557e+06
11.29,3.66295769e+06
11.30,1.47351762e+07
11.31,3.18690085e+11
11.32,1.43426313e+07
11.33,3.61387856e+06
11.34,1.61277532e+06
11.35,9.10565246e+05
11.36,5.85095262e+05
11.37,4.08144873e+05
11.38,3.01386197e+05
11.39,2.32065491e+05
11.40,1.84523419e+05
11.41,1.50507653e+05
11.42,1.25334209e+05
11.43,1.06184128e+05
11.44,9.12784492e+04
11.45,7.94495899e+04
11.46,6.99055047e+04
11.47,6.20935432e+04
11.48,5.56185935e+04
11.49,5.01921117e+04
11.50,4.55994030e+04
11.51,4.16780499e+04
11.52,3.83033491e+04
11.53,3.53782711e+04
11.54,3.28264054e+04
11.55,3.05869176e+04
11.56,2.86108895e+04
11.57,2.68586246e+04
11.58,2.52976379e+04
11.59,2.39011401e+04
11.60,2.26468797e+04
11.61,2.15162518e+04
11.62,2.04936041e+04
11.63,1.95656922e+04
11.64,1.87212491e+04
11.65,1.79506418e+04
11.66,1.72455951e+04
11.67,1.65989693e+04
11.68,1.60045786e+04
11.69,1.54570428e+04
11.70,1.49516657e+04
11.71,1.44843337e+04
11.72,1.40514321e+04
11.73,1.36497756e+04
11.74,1.32765492e+04
11.75,1.29292593e+04
11.76,1.26056916e+04
11.77,1.23038767e+04
11.78,1.20220592e+04
11.79,1.17586736e+04
11.80,1.15123219e+04
11.81,1.12817560e+04
11.82,1.10658620e+04
11.83,1.08636482e+04
11.84,1.06742342e+04
11.85,1.04968431e+04
11.86,1.03307960e+04
11.87,1.01755079e+04
11.88,1.00304875e+04
11.89,9.89533930e+03
11.90,9.76976995e+03
11.91,9.65359979e+03
11.92,9.54678193e+03
11.93,9.44943191e+03
11.94,9.36187343e+03
11.95,9.28470903e+03
11.96,9.21893066e+03
11.97,9.16609651e+03
11.98,9.12862172e+03
11.99,9.11027376e+03
12.00,9.11705332e+03
12.01,9.15884390e+03
12.02,9.25270286e+03
12.03,9.42996225e+03
12.04,9.75315814e+03
12.05,1.03620762e+04
12.06,1.16242032e+04
12.07,1.47837057e+04
12.08,2.65392499e+04
12.09,1.84257555e+05
12.10,1.53111877e+05
12.11,2.53016439e+04
12.12,1.43860662e+04
12.13,1.13244918e+04
12.14,1.00509862e+04
12.15,9.40260801e+03
12.16,9.03058047e+03
12.17,8.80109280e+03
12.18,8.65403019e+03
12.19,8.55928408e+03
12.20,8.50057707e+03
12.21,8.46864938e+03
12.22,8.45809723e+03
12.23,8.46579394e+03
12.24,8.49005834e+03
12.25,8.53020273e+03
12.26,8.58628774e+03
12.27,8.65899896e+03
12.28,8.74960260e+03
12.29,8.85995974e+03
12.30,8.99259152e+03
12.31,9.15079663e+03
12.32,9.33883052e+03
12.33,9.56216411e+03
12.34,9.82785161e+03
12.35,1.01450541e+04
12.36,1.05257924e+04
12.37,1.09860460e+04
12.38,1.15473893e+04
12.39,1.22394839e+04
12.40,1.31039775e+04
12.41,1.42007930e+04
12.42,1.56186407e+04
12.43,1.74933308e+04
12.44,2.00412809e+04
12.45,2.36245321e+04
12.46,2.88863236e+04
12.47,3.70605141e+04
12.48,5.07655734e+04
12.49,7.63935580e+04
12.50,1.33172394e+05
12.51,3.03416413e+05
12.52,1.35968106e+06
12.53,7.38404520e+07
12.54,8.44574035e+05
12.55,2.40399032e+05
12.56,1.14574990e+05
12.57,6.85593558e+04
12.58,4.67578214e+04
12.59,3.47428620e+04
12.60,2.74280022e+04
12.61,2.26486283e+04
12.62,1.93568996e+04
12.63,1.69954530e+04
12.64,1.52456417e+04
12.65,1.39145921e+04
12.66,1.28800247e+04
12.67,1.20613848e+04
12.68,1.14038663e+04
12.69,1.08691447e+04
12.70,1.04297819e+04
12.71,1.00657320e+04
12.72,9.76209123e+03
12.73,9.50761300e+03
12.74,9.29370471e+03
12.75,9.11373753e+03
12.76,8.96256403e+03
12.77,8.83617763e+03
12.78,8.73147128e+03
12.79,8.64606814e+03
12.80,8.57820679e+03
12.81,8.52667084e+03
12.82,8.49075831e+03
12.83,8.47029171e+03
12.84,8.46567578e+03
12.85,8.47801898e+03
12.86,8.50934888e+03
12.87,8.56297697e+03
12.88,8.64411555e+03
12.89,8.76094309e+03
12.90,8.92651197e+03
12.91,9.16233440e+03
12.92,9.50555254e+03
12.93,1.00244372e+04
12.94,1.08554063e+04
12.95,1.23039360e+04
12.96,1.51753168e+04
12.97,2.22084872e+04
12.98,4.82901698e+04
12.99,4.11525952e+05
13.00,3.04848945e+05
13.01,4.44634656e+04
13.02,2.15045138e+04
13.03,1.50635001e+04
13.04,1.24102100e+04
13.05,1.10818395e+04
13.06,1.03361517e+04
13.07,9.88723421e+03
13.08,9.60599010e+03
13.09,9.42721688e+03
13.10,9.31511577e+03
13.11,9.24872157e+03
13.12,9.21511181e+03
13.13,9.20598643e+03
13.14,9.21583342e+03
13.15,9.24089247e+03
13.16,9.27854330e+03
13.17,9.32693089e+03
13.18,9.38472835e+03
13.19,9.45098267e+03
13.20,9.52501192e+03
13.21,9.60633529e+03
13.22,9.69462456e+03
13.23,9.78967000e+03
13.24,9.89135606e+03
13.25,9.99964392e+03
13.26,1.01145589e+04
13.27,1.02361812e+04
13.28,1.03646398e+04
13.29,1.05001072e+04
13.30,1.06427971e+04
13.31,1.07929618e+04
13.32,1.09508917e+04
13.33,1.11169147e+04
13.34,1.12913970e+04
13.35,1.14747439e+04
13.36,1.16674015e+04
13.37,1.18698587e+04
13.38,1.20826500e+04
13.39,1.23063585e+04
13.40,1.25416195e+04
13.41,1.27891250e+04
13.42,1.30496281e+04
13.43,1.33239490e+04
13.44,1.36129810e+04
13.45,1.39176977e+04
13.46,1.42391608e+04
13.47,1.45785296e+04
13.48,1.49370709e+04
13.49,1.53161709e+04
13.50,1.57173484e+04
13.51,1.61422696e+04
13.52,1.65927657e+04
13.53,1.70708519e+04
13.54,1.75787501e+04
13.55,1.81189146e+04
13.56,1.86940610e+04
13.57,1.93072007e+04
13.58,1.99616798e+04
13.59,2.06612245e+04
13.60,2.14099940e+04
13.61,2.22126419e+04
13.62,2.30743884e+04
13.63,2.40011049e+04
13.64,2.49994137e+04
13.65,2.60768060e+04
13.66,2.72417825e+04
13.67,2.85040205e+04
13.68,2.98745753e+04
13.69,3.13661218e+04
13.70,3.29932482e+04
13.71,3.47728127e+04
13.72,3.67243807e+04
13.73,3.88707645e+04
13.74,4.12386905e+04
13.75,4.38596350e+04
13.76,4.67708728e+04
13.77,5.00168089e+04
13.78,5.36506793e+04
13.79,5.77367453e+04
13.80,6.23531521e+04
13.81,6.75956892e+04
13.82,7.35827965e+04
13.83,8.04623092e+04
13.84,8.84206670e+04
13.85,9.76956745e+04
13.86,1.08594468e+05
13.87,1.21519265e+05
13.88,1.37005003e+05
13.89,1.55775584e+05
13.90,1.78830021e+05
13.91,2.07578145e+05
13.92,2.44061362e+05
13.93,2.91325278e+05
13.94,3.54076531e+05
13.95,4.39901495e+05
13.96,5.61671663e+05
13.97,7.42666548e+05
13.98,1.02858614e+06
13.99,1.51950440e+06
14.00,2.47100993e+06
14.01,4.70908248e+06
14.02,1.22851274e+07
14.03,8.31299577e+07
14.04,2.29625962e+08
14.05,1.71268201e+07
14.06,5.74568080e+06
14.07,2.84785616e+06
14.08,1.69662905e+06
14.09,1.12554193e+06
14.10,8.01379602e+05
14.11,5.99876225e+05
14.12,4.66134334e+05
14.13,3.72856253e+05
14.14,3.05224286e+05
14.15,2.54631081e+05
14.16,2.15799149e+05
14.17,1.85346637e+05
14.18,1.61025293e+05
14.19,1.41293271e+05
14.20,1.25064604e+05
14.21,1.11556528e+05
14.22,1.00193287e+05
14.23,9.05437573e+04
14.24,8.22799393e+04
14.25,7.51487142e+04
14.26,6.89522291e+04
14.27,6.35340246e+04
14.28,5.87690617e+04
14.29,5.45564433e+04
14.30,5.08140293e+04
14.31,4.74744028e+04
14.32,4.44818134e+04
14.33,4.17898356e+04
14.34,3.93595583e+04
14.35,3.71581709e+04
14.36,3.51578511e+04
14.37,3.33348814e+04
14.38,3.16689437e+04
14.39,3.01425508e+04
14.40,2.87405862e+04
14.41,2.74499289e+04
14.42,2.62591451e+04
14.43,2.51582349e+04
14.44,2.41384220e+04
14.45,2.31919781e+04
14.46,2.23120765e+04
14.47,2.14926692e+04
14.48,2.07283825e+04
14.49,2.00144290e+04
14.50,1.93465327e+04
14.51,1.87208651e+04
14.52,1.81339902e+04
14.53,1.75828174e+04
14.54,1.70645609e+04
14.55,1.65767048e+04
14.56,1.61169722e+04
14.57,1.56832991e+04
14.58,1.52738112e+04
14.59,1.48868035e+04
14.60,1.45207233e+04
14.61,1.41741538e+04
14.62,1.38458014e+04
14.63,1.35344832e+04
14.64,1.32391168e+04
14.65,1.29587110e+04
14.66,1.26923576e+04
14.67,1.24392249e+04
14.68,1.21985509e+04
14.69,1.19696389e+04
14.70,1.17518525e+04
14.71,1.15446129e+04
14.72,1.13473960e+04
14.73,1.11597313e+04
14.74,1.09812020e+04
14.75,1.08114464e+04
14.76,1.06501622e+04
14.77,1.04971139e+04
14.78,1.03521446e+04
14.79,1.02151963e+04
14.80,1.00863414e+04
14.81,9.96583532e+03
14.82,9.85420413e+03
14.83,9.75239639e+03
14.84,9.66205854e+03
14.85,9.58606124e+03
14.86,9.52957543e+03
14.87,9.50246654e+03
14.88,9.52523389e+03
14.89,9.64606244e+03
14.90,1.00011138e+04
14.91,1.11105578e+04
14.92,1.66244176e+04
14.93,5.15315845e+05
14.94,2.24988171e+04
14.95,1.15755390e+04
14.96,9.82116011e+03
14.97,9.21100393e+03
14.98,8.91575287e+03
14.99,8.74403069e+03
15.00,8.63287979e+03
15.01,8.55694202e+03
15.02,8.50469216e+03
15.03,8.47059792e+03
15.04,8.45210610e+03
15.05,8.44836657e+03
15.06,8.45967602e+03
15.07,8.48726512e+03
15.08,8.53328323e+03
15.09,8.60093168e+03
15.10,8.69474865e+03
15.11,8.82109011e+03
15.12,8.98890318e+03
15.13,9.21097103e+03
15.14,9.50596132e+03
15.15,9.90191069e+03
15.16,1.04424075e+04
15.17,1.11981429e+04
15.18,1.22898917e+04
15.19,1.39379365e+04
15.20,1.65794148e+04
15.21,2.11857322e+04
15.22,3.02915271e+04
15.23,5.23775482e+04
15.24,1.32029143e+05
15.25,1.09691374e+06
15.26,1.20548824e+06
15.27,1.36009652e+05
15.28,5.31833534e+04
15.29,3.05211286e+04
15.30,2.12233142e+04
15.31,1.65252561e+04
15.32,1.38273723e+04
15.33,1.21380037e+04
15.34,1.10123235e+04
15.35,1.02267045e+04
15.36,9.65876464e+03
15.37,9.23698013e+03
15.38,8.91730381e+03
15.39,8.67143026e+03
15.40,8.48052065e+03
15.41,8.33166621e+03
15.42,8.21580544e+03
15.43,8.12645047e+03
15.44,8.05888280e+03
15.45,8.00963098e+03
15.46,7.97612336e+03
15.47,7.95645235e+03
15.48,7.94921172e+03
15.49,7.95338278e+03
15.50,7.96825424e+03
15.51,7.99336554e+03
15.52,8.02846709e+03
15.53,8.07349314e+03
15.54,8.12854414e+03
15.55,8.19387679e+03
15.56,8.26990045e+03
15.57,8.35717912e+03
15.58,8.45643890e+03
15.59,8.56858064e+03
15.60,8.69469838e+03
15.61,8.83610412e+03
15.62,8.99436001e+03
15.63,9.17131939e+03
15.64,9.36917877e+03
15.65,9.59054339e+03
15.66,9.83851009e+03
15.67,1.01167724e+04
15.68,1.04297544e+04
15.69,1.07827829e+04
15.70,1.11823093e+04
15.71,1.16362005e+04
15.72,1.21541214e+04
15.73,1.27480448e+04
15.74,1.34329408e+04
15.75,1.42277171e+04
15.76,1.51565266e+04
15.77,1.62506086e+04
15.78,1.75509343e+04
15.79,1.91120792e+04
15.80,2.10080216e+04
15.81,2.33410452e+04
15.82,2.62557975e+04
15.83,2.99622270e+04
15.84,3.47744327e+04
15.85,4.11794184e+04
15.86,4.99652738e+04
15.87,6.24756499e+04
15.88,8.11556835e+04
15.89,1.10844139e+05
15.90,1.62253924e+05
15.91,2.63187618e+05
15.92,5.05858469e+05
15.93,1.36653346e+06
15.94,1.10840818e+07
15.95,1.52221935e+07
15.96,1.51810189e+06
15.97,5.38582312e+05
15.98,2.75127250e+05
15.99,1.67889744e+05
16.00,1.13950671e+05
16.01,8.30584327e+04
16.02,6.37357082e+04
16.03,5.08528629e+04
16.04,4.18376180e+04
16.05,3.52847200e+04
16.06,3.03737548e+04
16.07,2.65996432e+04
16.08,2.36376381e+04
16.09,2.12712407e+04
16.10,1.93516228e+04
16.11,1.77737476e+04
16.12,1.64617730e+04
16.13,1.53598315e+04
16.14,1.44260372e+04
16.15,1.36284905e+04
16.16,1.29425542e+04
16.17,1.23489591e+04
16.18,1.18324624e+04
16.19,1.13808817e+04
16.20,1.09843897e+04
16.21,1.06349916e+04
16.22,1.03261337e+04
16.23,1.00524068e+04
16.24,9.80931830e+03
16.25,9.59311711e+03
16.26,9.40065638e+03
16.27,9.22928603e+03
16.28,9.07676774e+03
16.29,8.94120738e+03
16.30,8.82100114e+03
16.31,8.71479244e+03
16.32,8.62143756e+03
16.33,8.53997826e+03
16.34,8.46962026e+03
16.35,8.40971662e+03
16.36,8.35975544e+03
16.37,8.31935131e+03
16.38,8.28824048e+03
16.39,8.26627945e+03
16.40,8.25344730e+03
16.41,8.24985196e+03
16.42,8.25574107e+03
16.43,8.27151820e+03
16.44,8.29776586e+03
16.45,8.33527703e+03
16.46,8.38509778e+03
16.47,8.44858478e+03
16.48,8.52748291e+03
16.49,8.62403066e+03
16.50,8.74110458e+03
16.51,8.88241947e+03
16.52,9.05280978e+03
16.53,9.25863153e+03
16.54,9.50834700e+03
16.55,9.81339304e+03
16.56,1.01895016e+04
16.57,1.06587621e+04
16.58,1.12529437e+04
16.59,1.20190374e+04
16.60,1.30288940e+04
16.61,1.43968150e+04
16.62,1.63135925e+04
16.63,1.91172417e+04
16.64,2.34537222e+04
16.65,3.06869532e+04
16.66,4.41224561e+04
16.67,7.35920610e+04
16.68,1.60326773e+05
16.69,6.70231116e+05
16.70,9.91753887e+07
16.71,4.97066196e+05
16.72,1.38948031e+05
16.73,6.73723640e+04
16.74,4.16188769e+04
16.75,2.95338069e+04
16.76,2.29215638e+04
16.77,1.89222476e+04
16.78,1.63269640e+04
16.79,1.45533262e+04
16.80,1.32926862e+04
16.81,1.23691076e+04
16.82,1.16763672e+04
16.83,1.11472792e+04
16.84,1.07376919e+04
16.85,1.04176528e+04
16.86,1.01662962e+04
16.87,9.96876558e+03
16.88,9.81429781e+03
16.89,9.69499744e+03
16.90,9.60503639e+03
16.91,9.54012478e+03
16.92,9.49716228e+03
16.93,9.47401657e+03
16.94,9.46939893e+03
16.95,9.48282442e+03
16.96,9.51465946e+03
16.97,9.56627756e+03
16.98,9.64037168e+03
16.99,9.74151990e+03
17.00,9.87719576e+03
17.01,1.00596144e+04
17.02,1.03092578e+04
17.03,1.06620334e+04
17.04,1.11850261e+04
17.05,1.20149710e+04
17.06,1.34663300e+04
17.07,1.64012912e+04
17.08,2.39511652e+04
17.09,5.56998224e+04
17.10,1.01419749e+06
17.11,1.51161673e+05
17.12,3.47936748e+04
17.13,1.98407229e+04
17.14,1.52389172e+04
17.15,1.32766738e+04
17.16,1.22881389e+04
17.17,1.17421890e+04
17.18,1.14269549e+04
17.19,1.12444419e+04
17.20,1.11442736e+04
17.21,1.10984129e+04
17.22,1.10902610e+04
17.23,1.11094950e+04
17.24,1.11494339e+04
17.25,1.12056106e+04
17.26,1.12749584e+04
17.27,1.13553265e+04
17.28,1.14451815e+04
17.29,1.15434171e+04
17.30,1.16492302e+04
17.31,1.17620367e+04
17.32,1.18814153e+04
17.33,1.20070667e+04
17.34,1.21387862e+04
17.35,1.22764427e+04
17.36,1.24199643e+04
17.37,1.25693273e+04
17.38,1.27245480e+04
17.39,1.28856766e+04
17.40,1.30527929e+04
17.41,1.32260029e+04
17.42,1.34054362e+04
17.43,1.35912443e+04
17.44,1.37835990e+04
17.45,1.39826920e+04
17.46,1.41887341e+04
17.47,1.44019549e+04
17.48,1.46226030e+04
17.49,1.48509462e+04
17.50,1.50872716e+04
17.51,1.53318867e+04
17.52,1.55851196e+04
17.53,1.58473201e+04
17.54,1.61188608e+04
17.55,1.64001382e+04
17.56,1.66915740e+04
17.57,1.69936166e+04
17.58,1.73067428e+04
17.59,1.76314595e+04
17.60,1.79683056e+04
17.61,1.83178544e+04
17.62,1.86807162e+04
17.63,1.90575401e+04
17.64,1.94490178e+04
17.65,1.98558862e+04
17.66,2.02789310e+04
17.67,2.07189904e+04
17.68,2.11769594e+04
17.69,2.16537940e+04
17.70,2.21505166e+04
17.71,2.26682210e+04
17.72,2.32080788e+04
17.73,2.37713457e+04
17.74,2.43593691e+04
17.75,2.49735957e+04
17.76,2.56155807e+04
17.77,2.62869978e+04
17.78,2.69896494e+04
17.79,2.77254794e+04
17.80,2.84965863e+04
17.81,2.93052381e+04
17.82,3.01538890e+04
17.83,3.10451980e+04
17.84,3.19820499e+04
17.85,3.29675782e+04
17.86,3.40051917e+04
17.87,3.50986037e+04
17.88,3.62518653e+04
17.89,3.74694031e+04
17.90,3.87560611e+04
17.91,4.01171497e+04
17.92,4.15584997e+04
17.93,4.30865254e+04
17.94,4.47082957e+04
17.95,4.64316157e+04
17.96,4.82651212e+04
17.97,5.02183867e+04
17.98,5.23020505e+04
17.99,5.45279599e+04
18.00,5.69093396e+04
18.01,5.94609887e+04
18.02,6.21995110e+04
18.03,6.51435854e+04
18.04,6.83142853e+04
18.05,7.17354566e+04
18.06,7.54341671e+04
18.07,7.94412432e+04
18.08,8.37919142e+04
18.09,8.85265891e+04
18.10,9.36917978e+04
18.11,9.93413386e+04
18.12,1.05537684e+05
18.13,1.12353716e+05
18.14,1.19874876e+05
18.15,1.28201860e+05
18.16,1.37453999e+05
18.17,1.47773566e+05
18.18,1.59331269e+05
18.19,1.72333365e+05
18.20,1.87030917e+05
18.21,2.03732010e+05
18.22,2.22818026e+05
18.23,2.44765611e+05
18.24,2.70176722e+05
18.25,2.99820351e+05
18.26,3.34691385e+05
18.27,3.76095190e+05
18.28,4.25771570e+05
18.29,4.86080561e+05
18.30,5.60288005e+05
18.31,6.53017160e+05
18.32,7.70986626e+05
18.33,9.24262500e+05
18.34,1.12847912e+06
18.35,1.40898987e+06
18.36,1.80913339e+06
18.37,2.40803623e+06
18.38,3.36296181e+06
18.39,5.02415475e+06
18.40,8.30851284e+06
18.41,1.63006476e+07
18.42,4.53978631e+07
18.43,4.14207404e+08
18.44,3.97591088e+08
18.45,4.47825590e+07
18.46,1.61677445e+07
18.47,8.26007963e+06
18.48,5.00136735e+06
18.49,3.35048177e+06
18.50,2.40047633e+06
18.51,1.80421304e+06
18.52,1.40561071e+06
18.53,1.12605958e+06
18.54,9.22471421e+05
18.55,7.69624260e+05
18.56,6.51957239e+05
18.57,5.59447551e+05
18.58,4.85403231e+05
18.59,4.25218021e+05
18.60,3.75637277e+05
18.61,3.34308543e+05
18.62,2.99497274e+05
18.63,2.69901826e+05
18.64,2.44530000e+05
18.65,2.22614777e+05
18.66,2.03555669e+05
18.67,1.86877142e+05
18.68,1.72198664e+05
18.69,1.59212808e+05
18.70,1.47669024e+05
18.71,1.37361465e+05
18.72,1.28119743e+05
18.73,1.19801849e+05
18.74,1.12288660e+05
18.75,1.05479653e+05
18.76,9.92895282e+04
18.77,9.36455197e+04
18.78,8.84852521e+04
18.79,8.37550082e+04
18.80,7.94083262e+04
18.81,7.54048546e+04
18.82,7.17094129e+04
18.83,6.82912163e+04
18.84,6.51232326e+04
18.85,6.21816464e+04
18.86,5.94454107e+04
18.87,5.68958694e+04
18.88,5.45164385e+04
18.89,5.22923362e+04
18.90,5.02103529e+04
18.91,4.82586547e+04
18.92,4.64266147e+04
18.93,4.47046689e+04
18.94,4.30841907e+04
18.95,4.15573829e+04
18.96,4.01171837e+04
18.97,3.87571856e+04
18.98,3.74715632e+04
18.99,3.62550115e+04
19.00,3.51026911e+04
19.01,3.40101796e+04
19.02,3.29734298e+04
19.03,3.19887318e+04
19.04,3.10526801e+04
19.05,3.01621441e+04
19.06,2.93142416e+04
19.07,2.85063163e+04
19.08,2.77359162e+04
19.09,2.70007756e+04
19.10,2.62987980e+04
19.11,2.56280417e+04
19.12,2.49867060e+04
19.13,2.43731192e+04
19.14,2.37857281e+04
19.15,2.32230876e+04
19.16,2.26838523e+04
19.17,2.21667684e+04
19.18,2.16706663e+04
19.19,2.11944542e+04
19.20,2.07371119e+04
19.21,2.02976857e+04
19.22,1.98752832e+04
19.23,1.94690689e+04
19.24,1.90782603e+04
19.25,1.87021236e+04
19.26,1.83399714e+04
19.27,1.79911584e+04
19.28,1.76550796e+04
19.29,1.73311673e+04
19.30,1.70188891e+04
19.31,1.67177458e+04
19.32,1.64272694e+04
19.33,1.61470221e+04
19.34,1.58765945e+04
19.35,1.56156050e+04
19.36,1.53636986e+04
19.37,1.51205468e+04
19.38,1.48858470e+04
19.39,1.46593234e+04
19.40,1.44407272e+04
19.41,1.42298384e+04
19.42,1.40264677e+04
19.43,1.38304600e+04
19.44,1.36416990e+04
19.45,1.34601138e+04
19.46,1.32856887e+04
19.47,1.31184765e+04
19.48,1.29586180e+04
19.49,1.28063700e+04
19.50,1.26621475e+04
19.51,1.25265862e+04
19.52,1.24006398e+04
19.53,1.22857349e+04
19.54,1.21840243e+04
19.55,1.20988197e+04
19.56,1.20353633e+04
19.57,1.20022793e+04
19.58,1.20144874e+04
19.59,1.20995405e+04
19.60,1.23128959e+04
19.61,1.27800564e+04
19.62,1.38371764e+04
19.63,1.66583608e+04
19.64,2.79910948e+04
19.65,2.35883056e+05
19.66,9.69198429e+04
19.67,2.30729229e+04
19.68,1.52109578e+04
19.69,1.28434044e+04
19.70,1.17986228e+04
19.71,1.12296849e+04
19.72,1.08752647e+04
19.73,1.06334166e+04
19.74,1.04579121e+04
19.75,1.03255521e+04
19.76,1.02239130e+04
19.77,1.01461518e+04
19.78,1.00886054e+04
19.79,1.00496214e+04
19.80,1.00289944e+04
19.81,1.00277344e+04
19.82,1.00480578e+04
19.83,1.00935662e+04
19.84,1.01696359e+04
19.85,1.02840985e+04
19.86,1.04483756e+04
19.87,1.06793825e+04
19.88,1.10028091e+04
19.89,1.14590114e+04
19.90,1.21141574e+04
19.91,1.30827301e+04
19.92,1.45768072e+04
19.93,1.70258248e+04
19.94,2.14108946e+04
19.95,3.03990412e+04
19.96,5.35428364e+04
19.97,1.48805246e+05
19.98,2.50937600e+06
19.99,5.16153848e+05
20.00,9.27624877e+04
20.01,4.15275055e+04
20.02,2.58581786e+04
20.03,1.90737010e+04
20.04,1.55286112e+04
20.05,1.34423243e+04
20.06,1.21093524e+04
20.07,1.12049124e+04
20.08,1.05626050e+04
20.09,1.00900477e+04
20.10,9.73264323e+03
20.11,9.45647439e+03
20.12,9.23960068e+03
20.13,9.06735186e+03
20.14,8.92965118e+03
20.15,8.81942707e+03
20.16,8.73163648e+03
20.17,8.66264569e+03
20.18,8.60982794e+03
20.19,8.57129651e+03
20.20,8.54572523e+03
20.21,8.53222709e+03
20.22,8.53027258e+03
20.23,8.53963641e+03
20.24,8.56036524e+03
20.25,8.59276207e+03
20.26,8.63738472e+03
20.27,8.69505745e+03
20.28,8.76689577e+03
20.29,8.85434578e+03
20.30,8.95924077e+03
20.31,9.08387900e+03
20.32,9.23112906e+03
20.33,9.40457157e+03
20.34,9.60869057e+03
20.35,9.84913339e+03
20.36,1.01330675e+04
20.37,1.04696766e+04
20.38,1.08708603e+04
20.39,1.13522388e+04
20.40,1.19346230e+04
20.41,1.26462121e+04
20.42,1.35259638e+04
20.43,1.46289055e+04
20.44,1.60347815e+04
20.45,1.78626610e+04
20.46,2.02967121e+04
20.47,2.36340770e+04
20.48,2.83794939e+04
20.49,3.54471588e+04
20.50,4.66350907e+04
20.51,6.58906271e+04
20.52,1.03332604e+05
20.53,1.91857521e+05
20.54,4.94727412e+05
20.55,3.44537748e+06
20.56,8.04156632e+06
20.57,6.51911968e+05
20.58,2.25576644e+05
20.59,1.15574082e+05
20.60,7.16178896e+04
20.61,4.97406804e+04
20.62,3.72967836e+04
20.63,2.95509912e+04
20.64,2.44056635e+04
20.65,2.08156874e+04
20.66,1.82129112e+04
20.67,1.62669258e+04
20.68,1.47749656e+04
20.69,1.36070098e+04
20.70,1.26765808e+04
20.71,1.19243576e+04
20.72,1.13085596e+04
20.73,1.07990816e+04
20.74,1.03737980e+04
20.75,1.00161648e+04
20.76,9.71362513e+03
20.77,9.45652456e+03
20.78,9.23735924e+03
20.79,9.05024612e+03
20.80,8.89054456e+03
20.81,8.75458357e+03
20.82,8.63946451e+03
20.83,8.54291943e+03
20.84,8.46321207e+03
20.85,8.39907364e+03
20.86,8.34966963e+03
20.87,8.31459761e+03
20.88,8.29392067e+03
20.89,8.28824692e+03
20.90,8.29887579e+03
20.91,8.32804819e+03
20.92,8.37936947e+03
20.93,8.45853500e+03
20.94,8.57461501e+03
20.95,8.74243386e+03
20.96,8.98723683e+03
20.97,9.35453476e+03
20.98,9.93288594e+03
20.99,1.09134171e+04
21.00,1.27734568e+04
21.01,1.70003347e+04
21.02,3.03917783e+04
21.03,1.30090861e+05
21.04,1.12029461e+06
21.05,5.21939284e+04
21.06,2.16796682e+04
21.07,1.46271432e+04
21.08,1.19640157e+04
21.09,1.07006018e+04
21.10,1.00209351e+04
21.11,9.62889246e+03
21.12,9.39608189e+03
21.13,9.25957778e+03
21.14,9.18565376e+03
21.15,9.15496957e+03
21.16,9.15584474e+03
21.17,9.18094113e+03
21.18,9.22551450e+03
21.19,9.28644155e+03
21.20,9.36165355e+03
21.21,9.44979401e+03
21.22,9.55000528e+03
21.23,9.66179211e+03
21.24,9.78493293e+03
21.25,9.91942137e+03
21.26,1.00654279e+04
21.27,1.02232750e+04
21.28,1.03934217e+04
21.29,1.05764555e+04
21.30,1.07730889e+04
21.31,1.09841613e+04
21.32,1.12106432e+04
21.33,1.14536451e+04
21.34,1.17144287e+04
21.35,1.19944220e+04
21.36,1.22952373e+04
21.37,1.26186940e+04
21.38,1.29668454e+04
21.39,1.33420103e+04
21.40,1.37468116e+04
21.41,1.41842216e+04
21.42,1.46576164e+04
21.43,1.51708401e+04
21.44,1.57282834e+04
21.45,1.63349765e+04
21.46,1.69967028e+04
21.47,1.77201363e+04
21.48,1.85130098e+04
21.49,1.93843217e+04
21.50,2.03445914e+04
